trade_id,source,trade_date,trade_time,symbol,isin,cusip,side,quantity,price,amount,currency,counterparty,trader,book,strategy,venue,settlement_date,status,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6
TRD00002313,Reuters,2025-08-05,15:16:08,TSLA,US370046653,246459678,SELL,858600,201.07,4514024.97,GBP,FUND_X,TRADER_19,BOOK_9,STRAT_2,NYSE,2025-09-03,ALLOCATED,VAL_2067,VAL_3509,VAL_7919,VAL_2680,VAL_9164,VAL_9569
TRD00002314,JPMorgan,2025-08-26,14:20:02,AAPL,US128307025,574122023,BUY,324600,496.05,3792048.47,JPY,FUND_Y,TRADER_16,BOOK_6,STRAT_5,EUREX,2025-09-03,ALLOCATED,VAL_1524,VAL_9853,VAL_1697,VAL_1819,VAL_3095,VAL_9424
TRD00002315,Barclays,2025-08-02,10:05:21,TSLA,US324477722,404596706,SELL,338700,155.67,4622989.99,EUR,FUND_X,TRADER_10,BOOK_10,STRAT_4,NYSE,2025-09-03,ALLOCATED,VAL_6391,VAL_4945,VAL_4620,VAL_7453,VAL_3732,VAL_9912
TRD00002316,JPMorgan,2025-08-11,12:10:50,AMZN,US465193831,198652133,BUY,207900,350.79,3967665.71,GBP,BANK_A,TRADER_18,BOOK_7,STRAT_5,LSE,2025-09-03,CONFIRMED,VAL_4893,VAL_5931,VAL_1355,VAL_2363,VAL_8959,VAL_7682
TRD00002317,Bloomberg,2025-08-18,12:31:41,GOOGL,US352498798,777443969,SELL,224700,378.72,2463669.2,USD,BANK_A,TRADER_13,BOOK_10,STRAT_1,NYSE,2025-09-03,SETTLED,VAL_3072,VAL_5751,VAL_9683,VAL_4638,VAL_5603,VAL_7752
TRD00002318,Reuters,2025-08-19,09:49:33,AMZN,US222507692,827710861,SELL,370500,182.08,1991961.89,EUR,BANK_B,TRADER_17,BOOK_8,STRAT_3,EUREX,2025-09-03,PENDING,VAL_3262,VAL_6771,VAL_1173,VAL_5765,VAL_1691,VAL_7916
TRD00002319,JPMorgan,2025-08-13,09:34:03,AAPL,US195440321,776955468,SELL,737100,493.61,342183.81,EUR,BANK_A,TRADER_20,BOOK_9,STRAT_5,NYSE,2025-09-03,ALLOCATED,VAL_4908,VAL_9213,VAL_2033,VAL_1116,VAL_5506,VAL_7093
TRD00002320,GoldmanSachs,2025-08-10,12:17:20,AAPL,US693110734,605311431,BUY,127100,374.01,3379480.45,USD,BANK_B,TRADER_11,BOOK_5,STRAT_5,NASDAQ,2025-09-03,ALLOCATED,VAL_1649,VAL_4721,VAL_3067,VAL_4840,VAL_2257,VAL_5129
TRD00002321,Bloomberg,2025-08-07,16:02:43,MSFT,US275164659,305006259,SELL,139500,256.25,463785.26,GBP,BANK_A,TRADER_13,BOOK_2,STRAT_1,EUREX,2025-09-03,CONFIRMED,VAL_9699,VAL_1365,VAL_2668,VAL_1709,VAL_6949,VAL_7473
TRD00002322,Reuters,2025-08-03,12:34:19,TSLA,US657121541,756341496,BUY,120800,430.71,712329.5,EUR,BANK_A,TRADER_12,BOOK_3,STRAT_5,NASDAQ,2025-09-03,SETTLED,VAL_6311,VAL_2094,VAL_8768,VAL_4233,VAL_9116,VAL_5539
TRD00002323,Bloomberg,2025-08-17,15:45:07,NVDA,US616974721,266661213,BUY,150900,72.83,103212.37,CHF,BANK_A,TRADER_4,BOOK_10,STRAT_2,NASDAQ,2025-09-03,CONFIRMED,VAL_1684,VAL_8188,VAL_1740,VAL_9213,VAL_3101,VAL_2615
TRD00002324,JPMorgan,2025-08-23,16:10:24,IBM,US639874234,699576795,BUY,568100,53.83,1326529.3,CHF,FUND_Y,TRADER_13,BOOK_7,STRAT_3,LSE,2025-09-03,PENDING,VAL_5424,VAL_3535,VAL_3219,VAL_6414,VAL_1386,VAL_2263
TRD00002325,GoldmanSachs,2025-08-17,13:24:55,AAPL,US594623525,303071006,SELL,28200,436.6,2504140.88,GBP,FUND_X,TRADER_2,BOOK_7,STRAT_4,LSE,2025-09-03,ALLOCATED,VAL_9868,VAL_4248,VAL_4197,VAL_6154,VAL_5844,VAL_2999
TRD00002326,GoldmanSachs,2025-08-23,16:34:03,NVDA,US519289605,389499225,BUY,620600,152.53,4949510.86,JPY,BANK_B,TRADER_10,BOOK_5,STRAT_1,NYSE,2025-09-03,SETTLED,VAL_2082,VAL_6809,VAL_7114,VAL_8521,VAL_8838,VAL_5852
TRD00002327,Reuters,2025-08-15,14:08:00,NVDA,US618841577,269485928,BUY,727100,409.6,2484475.86,CHF,BANK_B,TRADER_7,BOOK_1,STRAT_2,LSE,2025-09-03,CONFIRMED,VAL_6592,VAL_9150,VAL_3256,VAL_4981,VAL_2721,VAL_4132
TRD00002328,Bloomberg,2025-08-14,11:07:14,NVDA,US978096710,272113779,BUY,494000,291.67,4642391.23,JPY,BANK_B,TRADER_14,BOOK_9,STRAT_1,NASDAQ,2025-09-03,CONFIRMED,VAL_4912,VAL_3857,VAL_2787,VAL_5922,VAL_9054,VAL_3581
TRD00002329,GoldmanSachs,2025-08-16,09:51:40,TSLA,US631298332,526856600,SELL,998400,155.86,4961204.87,USD,BANK_A,TRADER_13,BOOK_6,STRAT_2,NASDAQ,2025-09-03,SETTLED,VAL_2132,VAL_8168,VAL_4317,VAL_6804,VAL_8222,VAL_1332
TRD00002330,GoldmanSachs,2025-08-06,15:54:42,NVDA,US373228703,691109176,SELL,29000,335.35,1269825.07,JPY,BANK_A,TRADER_20,BOOK_5,STRAT_2,NASDAQ,2025-09-03,ALLOCATED,VAL_5170,VAL_7728,VAL_8372,VAL_4887,VAL_3079,VAL_5735
TRD00002331,Reuters,2025-08-31,12:29:07,NVDA,US563018365,522999331,BUY,394200,339.93,272879.61,GBP,BANK_B,TRADER_15,BOOK_10,STRAT_1,NASDAQ,2025-09-03,SETTLED,VAL_1981,VAL_8909,VAL_1777,VAL_4708,VAL_1311,VAL_1851
TRD00002332,Bloomberg,2025-08-05,12:18:55,GOOGL,US373965927,386804199,SELL,577900,14.82,455230.79,CHF,BANK_A,TRADER_2,BOOK_2,STRAT_4,LSE,2025-09-03,CONFIRMED,VAL_2276,VAL_2872,VAL_7863,VAL_9996,VAL_9645,VAL_8475
TRD00002333,Bloomberg,2025-08-25,09:45:42,GOOGL,US721095388,614217382,BUY,430800,498.39,2362036.55,JPY,HEDGE_Z,TRADER_9,BOOK_2,STRAT_4,EUREX,2025-09-03,ALLOCATED,VAL_4707,VAL_1363,VAL_6812,VAL_6786,VAL_5123,VAL_7145
TRD00002334,JPMorgan,2025-08-17,15:04:20,GOOGL,US139284104,201927308,SELL,121100,118.79,3759886.61,CHF,FUND_Y,TRADER_1,BOOK_4,STRAT_5,LSE,2025-09-03,PENDING,VAL_4794,VAL_2832,VAL_9971,VAL_9995,VAL_9841,VAL_3854
TRD00002335,GoldmanSachs,2025-08-03,12:53:56,AAPL,US808242071,845786278,SELL,946100,91.65,2508835.52,EUR,BANK_A,TRADER_20,BOOK_9,STRAT_5,LSE,2025-09-03,ALLOCATED,VAL_2375,VAL_5481,VAL_2608,VAL_5719,VAL_4222,VAL_3938
TRD00002336,JPMorgan,2025-08-27,16:55:14,MSFT,US887070273,392078242,BUY,431900,55.17,2652729.04,USD,HEDGE_Z,TRADER_6,BOOK_7,STRAT_4,LSE,2025-09-03,CONFIRMED,VAL_5864,VAL_5533,VAL_9104,VAL_6936,VAL_3814,VAL_6816
TRD00002337,GoldmanSachs,2025-08-28,10:55:08,GOOGL,US512458022,433691865,BUY,463100,432.18,3986510.86,CHF,HEDGE_Z,TRADER_9,BOOK_2,STRAT_4,NASDAQ,2025-09-03,CONFIRMED,VAL_2791,VAL_7730,VAL_7427,VAL_7638,VAL_9309,VAL_9661
TRD00002338,JPMorgan,2025-08-06,11:02:27,TSLA,US928569136,849257486,SELL,883300,253.82,1372148.06,EUR,FUND_X,TRADER_19,BOOK_4,STRAT_1,LSE,2025-09-03,ALLOCATED,VAL_9588,VAL_4934,VAL_7269,VAL_1160,VAL_4710,VAL_3001
TRD00002339,JPMorgan,2025-08-16,09:24:47,IBM,US345346656,254654109,SELL,29200,318.96,3024851.34,EUR,FUND_X,TRADER_3,BOOK_10,STRAT_1,NYSE,2025-09-03,PENDING,VAL_3225,VAL_3049,VAL_5942,VAL_2730,VAL_1946,VAL_5085
TRD00002340,GoldmanSachs,2025-08-17,09:25:43,AMD,US910862268,715146214,SELL,729100,428.25,137144.58,USD,BANK_A,TRADER_9,BOOK_5,STRAT_1,NASDAQ,2025-09-03,SETTLED,VAL_9737,VAL_3816,VAL_9574,VAL_9675,VAL_6763,VAL_7320
TRD00002341,Barclays,2025-08-22,12:52:57,NVDA,US655550905,661404703,BUY,731600,407.72,3364547.43,JPY,FUND_X,TRADER_7,BOOK_7,STRAT_2,NYSE,2025-09-03,PENDING,VAL_8862,VAL_2853,VAL_9894,VAL_6907,VAL_7911,VAL_8038
TRD00002342,Reuters,2025-08-25,12:21:43,AMD,US228996536,100132990,BUY,628200,381.48,4407974.2,USD,BANK_A,TRADER_3,BOOK_7,STRAT_3,NYSE,2025-09-03,CONFIRMED,VAL_8988,VAL_2195,VAL_2625,VAL_2543,VAL_4748,VAL_7401
TRD00002343,Bloomberg,2025-08-03,13:01:34,TSLA,US211928680,496363812,BUY,502700,32.87,344019.6,CHF,BANK_A,TRADER_8,BOOK_7,STRAT_5,LSE,2025-09-03,PENDING,VAL_3685,VAL_5599,VAL_7670,VAL_1771,VAL_8140,VAL_5156
TRD00002344,JPMorgan,2025-08-05,13:14:42,AMD,US179672629,923117043,SELL,161200,481.48,4499678.13,CHF,BANK_A,TRADER_2,BOOK_2,STRAT_2,NASDAQ,2025-09-03,CONFIRMED,VAL_7815,VAL_5103,VAL_9796,VAL_6981,VAL_3204,VAL_9922
TRD00002345,JPMorgan,2025-08-22,12:52:34,AAPL,US587832045,181033611,BUY,399000,194.21,1352478.56,JPY,FUND_X,TRADER_10,BOOK_4,STRAT_3,EUREX,2025-09-03,CONFIRMED,VAL_7380,VAL_9556,VAL_5933,VAL_2418,VAL_2423,VAL_3994
TRD00002346,JPMorgan,2025-08-25,10:27:52,TSLA,US996515367,982237050,SELL,856200,320.64,3723273.21,JPY,BANK_B,TRADER_15,BOOK_10,STRAT_3,EUREX,2025-09-03,CONFIRMED,VAL_2348,VAL_5188,VAL_3802,VAL_5640,VAL_9858,VAL_3643
TRD00002347,Bloomberg,2025-08-11,14:29:41,MSFT,US706749127,597590315,SELL,226400,309.98,2912785.75,USD,FUND_Y,TRADER_17,BOOK_10,STRAT_2,NASDAQ,2025-09-03,PENDING,VAL_1786,VAL_9800,VAL_4408,VAL_7038,VAL_3943,VAL_9945
TRD00002348,Barclays,2025-08-20,15:07:11,IBM,US553846291,600955065,SELL,333300,160.16,4833815.28,GBP,FUND_Y,TRADER_7,BOOK_4,STRAT_1,NYSE,2025-09-03,CONFIRMED,VAL_1767,VAL_2510,VAL_4246,VAL_8680,VAL_4525,VAL_6447
TRD00002349,Reuters,2025-08-30,15:07:40,AMZN,US213166939,134663641,SELL,846200,481.62,4809708.35,JPY,HEDGE_Z,TRADER_15,BOOK_9,STRAT_4,EUREX,2025-09-03,SETTLED,VAL_3578,VAL_6029,VAL_4658,VAL_9799,VAL_5935,VAL_3545
TRD00002350,GoldmanSachs,2025-08-19,15:13:48,IBM,US886252176,211737151,BUY,610700,289.0,2297714.51,JPY,BANK_A,TRADER_2,BOOK_9,STRAT_3,NASDAQ,2025-09-03,SETTLED,VAL_9685,VAL_6340,VAL_1610,VAL_3277,VAL_1346,VAL_8306
TRD00002351,Reuters,2025-08-13,12:28:21,IBM,US870606446,238028260,SELL,186400,150.67,3577152.28,CHF,FUND_X,TRADER_5,BOOK_9,STRAT_4,EUREX,2025-09-03,SETTLED,VAL_7071,VAL_9520,VAL_9086,VAL_9722,VAL_4994,VAL_6997
TRD00002352,Reuters,2025-08-25,09:32:21,GOOGL,US376390889,456419850,BUY,161100,59.45,341805.83,JPY,FUND_X,TRADER_10,BOOK_2,STRAT_3,LSE,2025-09-03,ALLOCATED,VAL_1914,VAL_8263,VAL_9952,VAL_8912,VAL_3814,VAL_2889
TRD00002353,Bloomberg,2025-08-29,10:52:15,MSFT,US996470665,497500913,SELL,12700,194.1,1983228.94,USD,FUND_Y,TRADER_6,BOOK_1,STRAT_5,NYSE,2025-09-03,CONFIRMED,VAL_8358,VAL_1699,VAL_7551,VAL_7860,VAL_3994,VAL_2845
TRD00002354,JPMorgan,2025-08-02,15:58:11,AMZN,US499792466,413504617,SELL,798400,329.01,2660684.25,EUR,FUND_Y,TRADER_17,BOOK_1,STRAT_3,NASDAQ,2025-09-03,PENDING,VAL_9288,VAL_1159,VAL_7376,VAL_3096,VAL_6316,VAL_7760
TRD00002355,Reuters,2025-08-14,11:25:44,AMD,US227657056,729253523,SELL,314300,73.35,2468309.38,JPY,HEDGE_Z,TRADER_7,BOOK_10,STRAT_1,NYSE,2025-09-03,ALLOCATED,VAL_5524,VAL_6034,VAL_1490,VAL_8112,VAL_8070,VAL_4343
TRD00002356,JPMorgan,2025-08-02,10:43:27,AMZN,US114487209,720468094,BUY,198100,324.18,3324532.93,CHF,FUND_X,TRADER_8,BOOK_2,STRAT_3,EUREX,2025-09-03,ALLOCATED,VAL_2887,VAL_8925,VAL_5404,VAL_7378,VAL_5263,VAL_4765
TRD00002357,Barclays,2025-08-07,12:14:35,IBM,US406844241,966588288,BUY,611500,318.66,1608940.82,EUR,FUND_X,TRADER_1,BOOK_2,STRAT_4,NASDAQ,2025-09-03,ALLOCATED,VAL_6502,VAL_6375,VAL_8113,VAL_6548,VAL_6855,VAL_2824
TRD00002358,Reuters,2025-08-15,12:28:03,AMD,US367185388,769660045,SELL,761200,198.73,3445208.74,CHF,FUND_Y,TRADER_11,BOOK_10,STRAT_1,NASDAQ,2025-09-03,SETTLED,VAL_4033,VAL_9358,VAL_1457,VAL_5068,VAL_3440,VAL_8092
TRD00002359,Reuters,2025-08-11,12:33:17,GOOGL,US946964587,567345175,SELL,497000,111.71,4039198.69,GBP,FUND_Y,TRADER_8,BOOK_3,STRAT_1,EUREX,2025-09-03,PENDING,VAL_5646,VAL_2518,VAL_9413,VAL_4336,VAL_3135,VAL_5356
TRD00002360,GoldmanSachs,2025-08-22,16:17:21,IBM,US470920332,570278277,BUY,868900,248.89,4922511.22,USD,FUND_Y,TRADER_16,BOOK_6,STRAT_2,LSE,2025-09-03,CONFIRMED,VAL_4917,VAL_8133,VAL_9336,VAL_4040,VAL_5469,VAL_1309
TRD00002361,Reuters,2025-08-07,14:15:32,NVDA,US977298679,418646598,SELL,272200,194.24,1034071.67,EUR,FUND_Y,TRADER_11,BOOK_9,STRAT_2,NASDAQ,2025-09-03,ALLOCATED,VAL_4549,VAL_2494,VAL_1663,VAL_5950,VAL_8849,VAL_6599
TRD00002362,Reuters,2025-08-31,15:32:35,AAPL,US841228047,574030133,SELL,566400,394.16,2902985.35,EUR,FUND_X,TRADER_5,BOOK_2,STRAT_5,LSE,2025-09-03,SETTLED,VAL_9267,VAL_4937,VAL_7998,VAL_5214,VAL_4428,VAL_1895
TRD00002363,Reuters,2025-08-26,12:53:46,AMZN,US818640361,826476119,BUY,780800,384.38,1373788.4,USD,BANK_A,TRADER_15,BOOK_1,STRAT_3,NYSE,2025-09-03,PENDING,VAL_7067,VAL_5410,VAL_8757,VAL_6376,VAL_5362,VAL_3330
TRD00002364,Bloomberg,2025-08-30,11:17:23,AMZN,US999857341,217318955,SELL,906400,268.66,924071.05,JPY,HEDGE_Z,TRADER_16,BOOK_7,STRAT_2,NYSE,2025-09-03,ALLOCATED,VAL_4515,VAL_8406,VAL_9167,VAL_6173,VAL_4781,VAL_7438
TRD00002365,Barclays,2025-08-11,12:09:11,IBM,US554250932,249776665,SELL,243800,264.83,69492.74,GBP,BANK_B,TRADER_1,BOOK_5,STRAT_5,EUREX,2025-09-03,ALLOCATED,VAL_8422,VAL_5266,VAL_8805,VAL_1030,VAL_8371,VAL_7601
TRD00002366,GoldmanSachs,2025-08-06,16:46:40,MSFT,US717823386,715770231,BUY,112000,231.7,652310.87,USD,BANK_B,TRADER_2,BOOK_1,STRAT_1,LSE,2025-09-03,CONFIRMED,VAL_1290,VAL_4701,VAL_8816,VAL_9021,VAL_7614,VAL_1212
TRD00002367,Reuters,2025-08-02,10:09:31,AMZN,US182748305,884616048,BUY,273700,254.76,3879661.42,USD,BANK_A,TRADER_8,BOOK_4,STRAT_1,NYSE,2025-09-03,CONFIRMED,VAL_6503,VAL_6499,VAL_6792,VAL_7709,VAL_1928,VAL_3244
TRD00002368,Reuters,2025-08-15,12:44:48,NVDA,US169795353,385081004,BUY,122800,355.22,4772167.44,JPY,HEDGE_Z,TRADER_13,BOOK_8,STRAT_3,LSE,2025-09-03,CONFIRMED,VAL_4184,VAL_4292,VAL_3906,VAL_4702,VAL_2781,VAL_3076
TRD00002369,Barclays,2025-08-02,12:21:05,AMD,US369664726,292217639,SELL,888800,77.93,2900779.87,JPY,BANK_B,TRADER_5,BOOK_9,STRAT_4,NASDAQ,2025-09-03,CONFIRMED,VAL_6691,VAL_6868,VAL_7283,VAL_2004,VAL_1202,VAL_4730
TRD00002370,JPMorgan,2025-08-11,11:28:33,AMD,US416924382,940390922,BUY,112800,396.49,1176283.21,USD,BANK_B,TRADER_9,BOOK_2,STRAT_5,LSE,2025-09-03,PENDING,VAL_9522,VAL_9630,VAL_1522,VAL_1514,VAL_7422,VAL_7842
TRD00002371,Reuters,2025-08-12,16:21:38,GOOGL,US774685045,268498269,BUY,257800,136.35,2781315.45,CHF,HEDGE_Z,TRADER_3,BOOK_4,STRAT_2,LSE,2025-09-03,CONFIRMED,VAL_2974,VAL_1098,VAL_5115,VAL_8825,VAL_4387,VAL_2749
TRD00002372,Reuters,2025-08-28,16:29:12,IBM,US761370165,675931389,BUY,529700,495.77,3536442.6,CHF,FUND_Y,TRADER_10,BOOK_5,STRAT_3,EUREX,2025-09-03,ALLOCATED,VAL_2059,VAL_1818,VAL_7631,VAL_7718,VAL_5978,VAL_2576
TRD00002373,Bloomberg,2025-08-05,13:30:34,GOOGL,US963947730,399533430,BUY,277800,492.68,1829681.22,CHF,BANK_A,TRADER_16,BOOK_8,STRAT_1,NASDAQ,2025-09-03,SETTLED,VAL_1556,VAL_9594,VAL_4174,VAL_9004,VAL_4688,VAL_5845
TRD00002374,Bloomberg,2025-08-05,10:20:02,NVDA,US294958103,999660673,SELL,808100,423.08,1226084.51,GBP,FUND_Y,TRADER_17,BOOK_10,STRAT_1,NYSE,2025-09-03,SETTLED,VAL_2239,VAL_4872,VAL_9237,VAL_4922,VAL_3293,VAL_2355
TRD00002375,GoldmanSachs,2025-08-29,14:24:10,IBM,US536006202,230793426,SELL,84300,261.44,3190132.42,EUR,BANK_A,TRADER_12,BOOK_3,STRAT_1,NYSE,2025-09-03,CONFIRMED,VAL_9497,VAL_9853,VAL_4638,VAL_9178,VAL_7610,VAL_6247
TRD00002376,JPMorgan,2025-08-08,10:48:12,TSLA,US349615012,960863195,BUY,714300,189.63,2912084.24,CHF,FUND_X,TRADER_3,BOOK_3,STRAT_3,NYSE,2025-09-03,CONFIRMED,VAL_4513,VAL_8014,VAL_8620,VAL_6879,VAL_1680,VAL_1311
TRD00002377,JPMorgan,2025-08-28,13:38:05,TSLA,US855484957,320296596,SELL,227100,178.82,751234.71,CHF,BANK_A,TRADER_12,BOOK_5,STRAT_2,LSE,2025-09-03,CONFIRMED,VAL_4043,VAL_5982,VAL_3094,VAL_8509,VAL_7014,VAL_4843
TRD00002378,GoldmanSachs,2025-08-25,15:26:03,NVDA,US325841434,863404373,SELL,399300,407.32,4544600.44,GBP,BANK_A,TRADER_17,BOOK_2,STRAT_4,EUREX,2025-09-03,SETTLED,VAL_3616,VAL_9762,VAL_1757,VAL_7504,VAL_2413,VAL_3049
TRD00002379,GoldmanSachs,2025-08-09,12:06:50,AAPL,US319264108,207635967,SELL,667600,179.56,3202281.06,USD,FUND_Y,TRADER_1,BOOK_3,STRAT_1,LSE,2025-09-03,ALLOCATED,VAL_3590,VAL_4369,VAL_6150,VAL_6755,VAL_2937,VAL_2484
TRD00002380,Reuters,2025-08-26,13:58:11,AMD,US117799985,415523430,BUY,221200,196.42,1993279.42,CHF,FUND_X,TRADER_3,BOOK_4,STRAT_4,NASDAQ,2025-09-03,PENDING,VAL_1515,VAL_3958,VAL_6595,VAL_4867,VAL_5390,VAL_4478
TRD00002381,JPMorgan,2025-08-07,10:04:03,MSFT,US506033941,186265413,BUY,114000,426.04,4596566.48,USD,HEDGE_Z,TRADER_20,BOOK_8,STRAT_4,EUREX,2025-09-03,PENDING,VAL_8889,VAL_9741,VAL_9571,VAL_8651,VAL_4954,VAL_2235
TRD00002382,Reuters,2025-08-06,15:31:00,TSLA,US359288034,153642283,BUY,357400,266.95,2791553.54,GBP,BANK_A,TRADER_4,BOOK_7,STRAT_5,EUREX,2025-09-03,PENDING,VAL_1128,VAL_7072,VAL_9628,VAL_1083,VAL_5981,VAL_2091
TRD00002383,GoldmanSachs,2025-08-26,14:59:54,TSLA,US468327616,299373057,SELL,812300,346.91,2975858.15,USD,FUND_Y,TRADER_18,BOOK_10,STRAT_2,NASDAQ,2025-09-03,CONFIRMED,VAL_6559,VAL_8840,VAL_9422,VAL_1762,VAL_9381,VAL_8976
TRD00002384,GoldmanSachs,2025-08-18,16:55:18,AMZN,US385760240,945344073,BUY,876800,19.41,1158947.43,EUR,FUND_Y,TRADER_13,BOOK_1,STRAT_5,EUREX,2025-09-03,ALLOCATED,VAL_4384,VAL_6884,VAL_8751,VAL_8430,VAL_8023,VAL_1243
TRD00002385,Barclays,2025-08-15,11:28:30,GOOGL,US661591985,504739083,BUY,816400,206.52,4017384.49,JPY,HEDGE_Z,TRADER_14,BOOK_1,STRAT_4,EUREX,2025-09-03,SETTLED,VAL_8130,VAL_3011,VAL_5396,VAL_1887,VAL_7895,VAL_7543
TRD00002386,Bloomberg,2025-08-12,14:16:19,AAPL,US475579791,500417701,BUY,758800,481.98,4024601.42,JPY,FUND_X,TRADER_6,BOOK_1,STRAT_4,EUREX,2025-09-03,CONFIRMED,VAL_2589,VAL_8842,VAL_3655,VAL_4126,VAL_9801,VAL_6376
TRD00002387,GoldmanSachs,2025-08-31,14:06:59,AMZN,US449920361,744836358,SELL,740600,377.26,2762716.2,JPY,BANK_B,TRADER_15,BOOK_2,STRAT_4,NASDAQ,2025-09-03,SETTLED,VAL_3021,VAL_2785,VAL_9171,VAL_8543,VAL_1547,VAL_6224
TRD00002388,GoldmanSachs,2025-09-01,10:15:07,MSFT,US441283468,259199639,SELL,645000,464.67,3233613.7,CHF,FUND_X,TRADER_12,BOOK_7,STRAT_3,NYSE,2025-09-03,CONFIRMED,VAL_2652,VAL_3002,VAL_7346,VAL_2019,VAL_2771,VAL_9434
TRD00002389,Barclays,2025-08-09,09:40:15,GOOGL,US611307336,673014654,SELL,535900,396.21,2400145.96,JPY,FUND_X,TRADER_16,BOOK_7,STRAT_3,NYSE,2025-09-03,CONFIRMED,VAL_2134,VAL_2978,VAL_8423,VAL_4234,VAL_8208,VAL_5732
TRD00002390,GoldmanSachs,2025-08-06,13:52:09,GOOGL,US558196897,635680749,BUY,734300,22.9,4071592.19,GBP,FUND_X,TRADER_5,BOOK_9,STRAT_4,NASDAQ,2025-09-03,ALLOCATED,VAL_8254,VAL_1729,VAL_1144,VAL_8301,VAL_6627,VAL_1970
TRD00002391,Bloomberg,2025-08-12,10:08:31,IBM,US887091228,343562000,BUY,261700,113.97,2225502.75,GBP,FUND_X,TRADER_15,BOOK_3,STRAT_4,NASDAQ,2025-09-03,CONFIRMED,VAL_4693,VAL_5942,VAL_1070,VAL_1454,VAL_6937,VAL_4026
TRD00002392,Bloomberg,2025-08-16,12:07:18,GOOGL,US244670474,644327169,SELL,504500,349.05,981689.55,USD,BANK_B,TRADER_1,BOOK_2,STRAT_5,LSE,2025-09-03,CONFIRMED,VAL_7631,VAL_1931,VAL_1482,VAL_4386,VAL_8464,VAL_5068
TRD00002393,JPMorgan,2025-08-13,15:27:16,AMD,US445569691,621860457,BUY,183200,145.9,2597944.36,GBP,BANK_B,TRADER_16,BOOK_5,STRAT_5,EUREX,2025-09-03,CONFIRMED,VAL_4600,VAL_7617,VAL_5419,VAL_8002,VAL_2131,VAL_3526
TRD00002394,Barclays,2025-08-23,09:37:45,GOOGL,US849948480,433713692,SELL,694900,95.2,3632138.57,EUR,HEDGE_Z,TRADER_15,BOOK_2,STRAT_3,LSE,2025-09-03,PENDING,VAL_6176,VAL_7059,VAL_3594,VAL_1870,VAL_3130,VAL_8286
TRD00002395,GoldmanSachs,2025-08-11,10:31:49,AMZN,US302120354,402743778,BUY,961300,424.8,3580583.34,CHF,FUND_X,TRADER_4,BOOK_2,STRAT_3,NASDAQ,2025-09-03,PENDING,VAL_7194,VAL_4079,VAL_5120,VAL_8149,VAL_5974,VAL_4690
TRD00002396,Reuters,2025-08-31,15:41:53,IBM,US247504945,161223504,SELL,118600,38.14,673140.54,USD,HEDGE_Z,TRADER_12,BOOK_8,STRAT_4,NASDAQ,2025-09-03,CONFIRMED,VAL_2500,VAL_3473,VAL_1261,VAL_3016,VAL_2754,VAL_3063
TRD00002397,Reuters,2025-08-16,14:20:57,MSFT,US770346128,536453496,SELL,959400,124.09,809511.04,CHF,FUND_X,TRADER_7,BOOK_4,STRAT_5,LSE,2025-09-03,SETTLED,VAL_1430,VAL_6793,VAL_6938,VAL_7283,VAL_8046,VAL_5518
TRD00002398,Reuters,2025-08-29,11:37:52,AMZN,US358013583,304775552,SELL,513400,168.84,756362.64,USD,HEDGE_Z,TRADER_4,BOOK_6,STRAT_4,LSE,2025-09-03,PENDING,VAL_3133,VAL_8579,VAL_4417,VAL_8756,VAL_6056,VAL_3776
TRD00002399,Bloomberg,2025-08-23,12:00:49,AMZN,US643292912,914338970,BUY,520800,35.51,4592291.63,JPY,BANK_A,TRADER_15,BOOK_6,STRAT_2,NASDAQ,2025-09-03,ALLOCATED,VAL_2542,VAL_7557,VAL_3935,VAL_3832,VAL_4922,VAL_4932
TRD00002400,GoldmanSachs,2025-08-21,14:51:12,GOOGL,US536226098,450970272,SELL,595400,343.54,1639578.29,JPY,BANK_B,TRADER_8,BOOK_4,STRAT_4,NYSE,2025-09-03,CONFIRMED,VAL_4794,VAL_2649,VAL_8760,VAL_3420,VAL_8021,VAL_8569
TRD00002401,Bloomberg,2025-08-09,15:46:55,AAPL,US568591153,753694156,SELL,81500,24.73,2097169.08,EUR,HEDGE_Z,TRADER_15,BOOK_2,STRAT_4,EUREX,2025-09-03,SETTLED,VAL_5213,VAL_9339,VAL_7505,VAL_8365,VAL_3870,VAL_2541
TRD00002402,Barclays,2025-08-12,13:57:00,TSLA,US718030240,742810514,BUY,329900,294.94,2196281.67,EUR,FUND_Y,TRADER_14,BOOK_4,STRAT_5,LSE,2025-09-03,ALLOCATED,VAL_1028,VAL_8513,VAL_8605,VAL_1707,VAL_9161,VAL_5332
TRD00002403,JPMorgan,2025-08-22,12:50:40,NVDA,US215702029,799870897,BUY,880800,179.9,3324466.02,JPY,BANK_A,TRADER_17,BOOK_1,STRAT_3,LSE,2025-09-03,ALLOCATED,VAL_9786,VAL_5791,VAL_2128,VAL_2761,VAL_7032,VAL_7259
TRD00002404,Bloomberg,2025-08-10,16:20:16,AMZN,US281960344,778354233,SELL,679300,201.55,4196332.19,EUR,FUND_X,TRADER_7,BOOK_6,STRAT_5,NYSE,2025-09-03,CONFIRMED,VAL_7600,VAL_8046,VAL_9730,VAL_5672,VAL_1545,VAL_2020
