algo_strategy,average_price,client_name,client_order_id,event_type,filled_quantity,market_price,order_id,order_level,order_type,parent_order_id,participation_pct,quantity,record_id,remaining_quantity,side,snapshot_time,state,ticker,urgency
,649.7298594464671,,C20241216_PROD,SLICE_UPDATE,4987,649.7014152588332,SLICE_00197,2,ALGO_SLICE,ALGO_001,,4987,REC_00001853,0,Buy,2025-08-12T12:46:28.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8712074281659,,C20241216_PROD,ALGO_UPDATE,1002246,649.7014152588332,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.5,2000000,REC_00001854,997754,Buy,2025-08-12T12:46:28.125000,WORKING,ASML.AS,CRITICAL
,649.8712074281659,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1002246,649.7014152588332,CLIENT_001,0,CLIENT,,,2000000,REC_00001855,997754,Buy,2025-08-12T12:46:28.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.6884497865517,SLICE_00198,2,ALGO_SLICE,ALGO_001,,6870,REC_00001856,6870,Buy,2025-08-12T12:47:26,PENDING,ASML.AS,CRITICAL
,649.7107271882184,,C20241216_PROD,SLICE_UPDATE,2290,649.6884497865517,SLICE_00198,2,ALGO_SLICE,ALGO_001,,6870,REC_00001857,4580,Buy,2025-08-12T12:47:26.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.870841587868,,C20241216_PROD,ALGO_UPDATE,1004536,649.6884497865517,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.1,2000000,REC_00001858,995464,Buy,2025-08-12T12:47:26.025000,WORKING,ASML.AS,CRITICAL
,649.870841587868,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1004536,649.6884497865517,CLIENT_001,0,CLIENT,,,2000000,REC_00001859,995464,Buy,2025-08-12T12:47:26.030000,WORKING,ASML.AS,
,649.7151237922697,,C20241216_PROD,SLICE_UPDATE,6870,649.6884497865517,SLICE_00198,2,ALGO_SLICE,ALGO_001,,6870,REC_00001860,0,Buy,2025-08-12T12:47:26.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.87013484305,,C20241216_PROD,ALGO_UPDATE,1009116,649.6884497865517,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.4,2000000,REC_00001861,990884,Buy,2025-08-12T12:47:26.125000,WORKING,ASML.AS,CRITICAL
,649.87013484305,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1009116,649.6884497865517,CLIENT_001,0,CLIENT,,,2000000,REC_00001862,990884,Buy,2025-08-12T12:47:26.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.6421256733222,SLICE_00199,2,ALGO_SLICE,ALGO_001,,6716,REC_00001863,6716,Buy,2025-08-12T12:48:13,PENDING,ASML.AS,CRITICAL
,649.669175715971,,C20241216_PROD,SLICE_UPDATE,2238,649.6421256733222,SLICE_00199,2,ALGO_SLICE,ALGO_001,,6716,REC_00001864,4478,Buy,2025-08-12T12:48:13.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8696901456182,,C20241216_PROD,ALGO_UPDATE,1011354,649.6421256733222,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.2,2000000,REC_00001865,988646,Buy,2025-08-12T12:48:13.025000,WORKING,ASML.AS,CRITICAL
,649.8696901456182,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1011354,649.6421256733222,CLIENT_001,0,CLIENT,,,2000000,REC_00001866,988646,Buy,2025-08-12T12:48:13.030000,WORKING,ASML.AS,
,649.6683931174136,,C20241216_PROD,SLICE_UPDATE,4477,649.6421256733222,SLICE_00199,2,ALGO_SLICE,ALGO_001,,6716,REC_00001867,2239,Buy,2025-08-12T12:48:13.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8692454858325,,C20241216_PROD,ALGO_UPDATE,1013593,649.6421256733222,ALGO_001,1,ALGO_PARENT,CLIENT_001,8.2,2000000,REC_00001868,986407,Buy,2025-08-12T12:48:13.075000,WORKING,ASML.AS,CRITICAL
,649.8692454858325,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1013593,649.6421256733222,CLIENT_001,0,CLIENT,,,2000000,REC_00001869,986407,Buy,2025-08-12T12:48:13.080000,WORKING,ASML.AS,
,649.6792615361585,,C20241216_PROD,SLICE_UPDATE,6716,649.6421256733222,SLICE_00199,2,ALGO_SLICE,ALGO_001,,6716,REC_00001870,0,Buy,2025-08-12T12:48:13.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.868826741332,,C20241216_PROD,ALGO_UPDATE,1015832,649.6421256733222,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.9,2000000,REC_00001871,984168,Buy,2025-08-12T12:48:13.125000,WORKING,ASML.AS,CRITICAL
,649.868826741332,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1015832,649.6421256733222,CLIENT_001,0,CLIENT,,,2000000,REC_00001872,984168,Buy,2025-08-12T12:48:13.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.6241647569562,SLICE_00200,2,ALGO_SLICE,ALGO_001,,4151,REC_00001873,4151,Buy,2025-08-12T12:49:28,PENDING,ASML.AS,CRITICAL
,649.652086646245,,C20241216_PROD,SLICE_UPDATE,1383,649.6241647569562,SLICE_00200,2,ALGO_SLICE,ALGO_001,,4151,REC_00001874,2768,Buy,2025-08-12T12:49:28.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8685320626737,,C20241216_PROD,ALGO_UPDATE,1017215,649.6241647569562,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.3,2000000,REC_00001875,982785,Buy,2025-08-12T12:49:28.025000,WORKING,ASML.AS,CRITICAL
,649.8685320626737,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1017215,649.6241647569562,CLIENT_001,0,CLIENT,,,2000000,REC_00001876,982785,Buy,2025-08-12T12:49:28.030000,WORKING,ASML.AS,
,649.6510813368827,,C20241216_PROD,SLICE_UPDATE,2767,649.6241647569562,SLICE_00200,2,ALGO_SLICE,ALGO_001,,4151,REC_00001877,1384,Buy,2025-08-12T12:49:28.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8682366060666,,C20241216_PROD,ALGO_UPDATE,1018599,649.6241647569562,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.1,2000000,REC_00001878,981401,Buy,2025-08-12T12:49:28.075000,WORKING,ASML.AS,CRITICAL
,649.8682366060666,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1018599,649.6241647569562,CLIENT_001,0,CLIENT,,,2000000,REC_00001879,981401,Buy,2025-08-12T12:49:28.080000,WORKING,ASML.AS,
,649.6488341946576,,C20241216_PROD,SLICE_UPDATE,4151,649.6241647569562,SLICE_00200,2,ALGO_SLICE,ALGO_001,,4151,REC_00001880,0,Buy,2025-08-12T12:49:28.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8679389021466,,C20241216_PROD,ALGO_UPDATE,1019983,649.6241647569562,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.8,2000000,REC_00001881,980017,Buy,2025-08-12T12:49:28.125000,WORKING,ASML.AS,CRITICAL
,649.8679389021466,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1019983,649.6241647569562,CLIENT_001,0,CLIENT,,,2000000,REC_00001882,980017,Buy,2025-08-12T12:49:28.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.6752317980508,SLICE_00201,2,ALGO_SLICE,ALGO_001,,7920,REC_00001883,7920,Buy,2025-08-12T13:00:29,PENDING,ASML.AS,CRITICAL
,649.7027684427918,,C20241216_PROD,SLICE_UPDATE,2640,649.6752317980508,SLICE_00201,2,ALGO_SLICE,ALGO_001,,7920,REC_00001884,5280,Buy,2025-08-12T13:00:29.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8675124986601,,C20241216_PROD,ALGO_UPDATE,1022623,649.6752317980508,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.1,2000000,REC_00001885,977377,Buy,2025-08-12T13:00:29.025000,WORKING,ASML.AS,CRITICAL
,649.8675124986601,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1022623,649.6752317980508,CLIENT_001,0,CLIENT,,,2000000,REC_00001886,977377,Buy,2025-08-12T13:00:29.030000,WORKING,ASML.AS,
,649.6666798113243,,C20241216_PROD,SLICE_UPDATE,3960,649.6752317980508,SLICE_00201,2,ALGO_SLICE,ALGO_001,,7920,REC_00001887,3960,Buy,2025-08-12T13:00:29.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8672535983626,,C20241216_PROD,ALGO_UPDATE,1023943,649.6752317980508,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.0,2000000,REC_00001888,976057,Buy,2025-08-12T13:00:29.075000,WORKING,ASML.AS,CRITICAL
,649.8672535983626,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1023943,649.6752317980508,CLIENT_001,0,CLIENT,,,2000000,REC_00001889,976057,Buy,2025-08-12T13:00:29.080000,WORKING,ASML.AS,
,649.7089191354304,,C20241216_PROD,SLICE_UPDATE,7920,649.6752317980508,SLICE_00201,2,ALGO_SLICE,ALGO_001,,7920,REC_00001890,0,Buy,2025-08-12T13:00:29.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8666436142753,,C20241216_PROD,ALGO_UPDATE,1027903,649.6752317980508,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.3,2000000,REC_00001891,972097,Buy,2025-08-12T13:00:29.125000,WORKING,ASML.AS,CRITICAL
,649.8666436142753,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1027903,649.6752317980508,CLIENT_001,0,CLIENT,,,2000000,REC_00001892,972097,Buy,2025-08-12T13:00:29.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.6045795488883,SLICE_00202,2,ALGO_SLICE,ALGO_001,,7418,REC_00001893,7418,Buy,2025-08-12T13:01:00,PENDING,ASML.AS,CRITICAL
,649.6325385516465,,C20241216_PROD,SLICE_UPDATE,2472,649.6045795488883,SLICE_00202,2,ALGO_SLICE,ALGO_001,,7418,REC_00001894,4946,Buy,2025-08-12T13:01:00.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8660819666084,,C20241216_PROD,ALGO_UPDATE,1030375,649.6045795488883,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.2,2000000,REC_00001895,969625,Buy,2025-08-12T13:01:00.025000,WORKING,ASML.AS,CRITICAL
,649.8660819666084,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1030375,649.6045795488883,CLIENT_001,0,CLIENT,,,2000000,REC_00001896,969625,Buy,2025-08-12T13:01:00.030000,WORKING,ASML.AS,
,649.6133317851301,,C20241216_PROD,SLICE_UPDATE,3708,649.6045795488883,SLICE_00202,2,ALGO_SLICE,ALGO_001,,7418,REC_00001897,3710,Buy,2025-08-12T13:01:00.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8657791400349,,C20241216_PROD,ALGO_UPDATE,1031611,649.6045795488883,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.3,2000000,REC_00001898,968389,Buy,2025-08-12T13:01:00.075000,WORKING,ASML.AS,CRITICAL
,649.8657791400349,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1031611,649.6045795488883,CLIENT_001,0,CLIENT,,,2000000,REC_00001899,968389,Buy,2025-08-12T13:01:00.080000,WORKING,ASML.AS,
,649.6432462758808,,C20241216_PROD,SLICE_UPDATE,7418,649.6045795488883,SLICE_00202,2,ALGO_SLICE,ALGO_001,,7418,REC_00001900,0,Buy,2025-08-12T13:01:00.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8649817091646,,C20241216_PROD,ALGO_UPDATE,1035321,649.6045795488883,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.5,2000000,REC_00001901,964679,Buy,2025-08-12T13:01:00.125000,WORKING,ASML.AS,CRITICAL
,649.8649817091646,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1035321,649.6045795488883,CLIENT_001,0,CLIENT,,,2000000,REC_00001902,964679,Buy,2025-08-12T13:01:00.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.6258526645419,SLICE_00203,2,ALGO_SLICE,ALGO_001,,6788,REC_00001903,6788,Buy,2025-08-12T13:02:04,PENDING,ASML.AS,CRITICAL
,649.6635088892502,,C20241216_PROD,SLICE_UPDATE,2262,649.6258526645419,SLICE_00203,2,ALGO_SLICE,ALGO_001,,6788,REC_00001904,4526,Buy,2025-08-12T13:02:04.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8645424850075,,C20241216_PROD,ALGO_UPDATE,1037583,649.6258526645419,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.0,2000000,REC_00001905,962417,Buy,2025-08-12T13:02:04.025000,WORKING,ASML.AS,CRITICAL
,649.8645424850075,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1037583,649.6258526645419,CLIENT_001,0,CLIENT,,,2000000,REC_00001906,962417,Buy,2025-08-12T13:02:04.030000,WORKING,ASML.AS,
,649.6516936447788,,C20241216_PROD,SLICE_UPDATE,4525,649.6258526645419,SLICE_00203,2,ALGO_SLICE,ALGO_001,,6788,REC_00001907,2263,Buy,2025-08-12T13:02:04.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8640792655256,,C20241216_PROD,ALGO_UPDATE,1039846,649.6258526645419,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.0,2000000,REC_00001908,960154,Buy,2025-08-12T13:02:04.075000,WORKING,ASML.AS,CRITICAL
,649.8640792655256,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1039846,649.6258526645419,CLIENT_001,0,CLIENT,,,2000000,REC_00001909,960154,Buy,2025-08-12T13:02:04.080000,WORKING,ASML.AS,
,649.6562110319943,,C20241216_PROD,SLICE_UPDATE,6788,649.6258526645419,SLICE_00203,2,ALGO_SLICE,ALGO_001,,6788,REC_00001910,0,Buy,2025-08-12T13:02:04.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8636278676272,,C20241216_PROD,ALGO_UPDATE,1042109,649.6258526645419,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.3,2000000,REC_00001911,957891,Buy,2025-08-12T13:02:04.125000,WORKING,ASML.AS,CRITICAL
,649.8636278676272,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1042109,649.6258526645419,CLIENT_001,0,CLIENT,,,2000000,REC_00001912,957891,Buy,2025-08-12T13:02:04.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.5326802986589,SLICE_00204,2,ALGO_SLICE,ALGO_001,,7290,REC_00001913,7290,Buy,2025-08-12T13:03:14,PENDING,ASML.AS,CRITICAL
,649.530603134753,,C20241216_PROD,SLICE_UPDATE,1215,649.5326802986589,SLICE_00204,2,ALGO_SLICE,ALGO_001,,7290,REC_00001914,6075,Buy,2025-08-12T13:03:14.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8632400446207,,C20241216_PROD,ALGO_UPDATE,1043324,649.5326802986589,ALGO_001,1,ALGO_PARENT,CLIENT_001,8.1,2000000,REC_00001915,956676,Buy,2025-08-12T13:03:14.025000,WORKING,ASML.AS,CRITICAL
,649.8632400446207,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1043324,649.5326802986589,CLIENT_001,0,CLIENT,,,2000000,REC_00001916,956676,Buy,2025-08-12T13:03:14.030000,WORKING,ASML.AS,
,649.5607735229104,,C20241216_PROD,SLICE_UPDATE,4252,649.5326802986589,SLICE_00204,2,ALGO_SLICE,ALGO_001,,7290,REC_00001917,3038,Buy,2025-08-12T13:03:14.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8623621536955,,C20241216_PROD,ALGO_UPDATE,1046361,649.5326802986589,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.5,2000000,REC_00001918,953639,Buy,2025-08-12T13:03:14.075000,WORKING,ASML.AS,CRITICAL
,649.8623621536955,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1046361,649.5326802986589,CLIENT_001,0,CLIENT,,,2000000,REC_00001919,953639,Buy,2025-08-12T13:03:14.080000,WORKING,ASML.AS,
,649.5578449752427,,C20241216_PROD,SLICE_UPDATE,7290,649.5326802986589,SLICE_00204,2,ALGO_SLICE,ALGO_001,,7290,REC_00001920,0,Buy,2025-08-12T13:03:14.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8614805793961,,C20241216_PROD,ALGO_UPDATE,1049399,649.5326802986589,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.5,2000000,REC_00001921,950601,Buy,2025-08-12T13:03:14.125000,WORKING,ASML.AS,CRITICAL
,649.8614805793961,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1049399,649.5326802986589,CLIENT_001,0,CLIENT,,,2000000,REC_00001922,950601,Buy,2025-08-12T13:03:14.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.5808203562533,SLICE_00205,2,ALGO_SLICE,ALGO_001,,7541,REC_00001923,7541,Buy,2025-08-12T13:04:18,PENDING,ASML.AS,CRITICAL
,649.6145485854508,,C20241216_PROD,SLICE_UPDATE,2513,649.5808203562533,SLICE_00205,2,ALGO_SLICE,ALGO_001,,7541,REC_00001924,5028,Buy,2025-08-12T13:04:18.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8608906630335,,C20241216_PROD,ALGO_UPDATE,1051912,649.5808203562533,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.2,2000000,REC_00001925,948088,Buy,2025-08-12T13:04:18.025000,WORKING,ASML.AS,CRITICAL
,649.8608906630335,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1051912,649.5808203562533,CLIENT_001,0,CLIENT,,,2000000,REC_00001926,948088,Buy,2025-08-12T13:04:18.030000,WORKING,ASML.AS,
,649.6171802948674,,C20241216_PROD,SLICE_UPDATE,5027,649.5808203562533,SLICE_00205,2,ALGO_SLICE,ALGO_001,,7541,REC_00001927,2514,Buy,2025-08-12T13:04:18.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8603096000992,,C20241216_PROD,ALGO_UPDATE,1054426,649.5808203562533,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.5,2000000,REC_00001928,945574,Buy,2025-08-12T13:04:18.075000,WORKING,ASML.AS,CRITICAL
,649.8603096000992,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1054426,649.5808203562533,CLIENT_001,0,CLIENT,,,2000000,REC_00001929,945574,Buy,2025-08-12T13:04:18.080000,WORKING,ASML.AS,
,649.6173530216108,,C20241216_PROD,SLICE_UPDATE,7541,649.5808203562533,SLICE_00205,2,ALGO_SLICE,ALGO_001,,7541,REC_00001930,0,Buy,2025-08-12T13:04:18.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.859731712198,,C20241216_PROD,ALGO_UPDATE,1056940,649.5808203562533,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.2,2000000,REC_00001931,943060,Buy,2025-08-12T13:04:18.125000,WORKING,ASML.AS,CRITICAL
,649.859731712198,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1056940,649.5808203562533,CLIENT_001,0,CLIENT,,,2000000,REC_00001932,943060,Buy,2025-08-12T13:04:18.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.5390639728295,SLICE_00206,2,ALGO_SLICE,ALGO_001,,4944,REC_00001933,4944,Buy,2025-08-12T13:05:29,PENDING,ASML.AS,CRITICAL
,649.5745210163724,,C20241216_PROD,SLICE_UPDATE,1648,649.5390639728295,SLICE_00206,2,ALGO_SLICE,ALGO_001,,4944,REC_00001934,3296,Buy,2025-08-12T13:05:29.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8592876988266,,C20241216_PROD,ALGO_UPDATE,1058588,649.5390639728295,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.7,2000000,REC_00001935,941412,Buy,2025-08-12T13:05:29.025000,WORKING,ASML.AS,CRITICAL
,649.8592876988266,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1058588,649.5390639728295,CLIENT_001,0,CLIENT,,,2000000,REC_00001936,941412,Buy,2025-08-12T13:05:29.030000,WORKING,ASML.AS,
,649.5767499075902,,C20241216_PROD,SLICE_UPDATE,3296,649.5390639728295,SLICE_00206,2,ALGO_SLICE,ALGO_001,,4944,REC_00001937,1648,Buy,2025-08-12T13:05:29.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.858848530302,,C20241216_PROD,ALGO_UPDATE,1060236,649.5390639728295,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.6,2000000,REC_00001938,939764,Buy,2025-08-12T13:05:29.075000,WORKING,ASML.AS,CRITICAL
,649.858848530302,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1060236,649.5390639728295,CLIENT_001,0,CLIENT,,,2000000,REC_00001939,939764,Buy,2025-08-12T13:05:29.080000,WORKING,ASML.AS,
,649.567906244349,,C20241216_PROD,SLICE_UPDATE,4944,649.5390639728295,SLICE_00206,2,ALGO_SLICE,ALGO_001,,4944,REC_00001940,0,Buy,2025-08-12T13:05:29.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8583969999208,,C20241216_PROD,ALGO_UPDATE,1061884,649.5390639728295,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.5,2000000,REC_00001941,938116,Buy,2025-08-12T13:05:29.125000,WORKING,ASML.AS,CRITICAL
,649.8583969999208,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1061884,649.5390639728295,CLIENT_001,0,CLIENT,,,2000000,REC_00001942,938116,Buy,2025-08-12T13:05:29.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.4518224254144,SLICE_00207,2,ALGO_SLICE,ALGO_001,,5130,REC_00001943,5130,Buy,2025-08-12T13:06:26,PENDING,ASML.AS,CRITICAL
,649.4713946153537,,C20241216_PROD,SLICE_UPDATE,855,649.4518224254144,SLICE_00207,2,ALGO_SLICE,ALGO_001,,5130,REC_00001944,4275,Buy,2025-08-12T13:06:26.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8580856468616,,C20241216_PROD,ALGO_UPDATE,1062739,649.4518224254144,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.3,2000000,REC_00001945,937261,Buy,2025-08-12T13:06:26.025000,WORKING,ASML.AS,CRITICAL
,649.8580856468616,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1062739,649.4518224254144,CLIENT_001,0,CLIENT,,,2000000,REC_00001946,937261,Buy,2025-08-12T13:06:26.030000,WORKING,ASML.AS,
,649.4875207473966,,C20241216_PROD,SLICE_UPDATE,2992,649.4518224254144,SLICE_00207,2,ALGO_SLICE,ALGO_001,,5130,REC_00001947,2138,Buy,2025-08-12T13:06:26.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.85734199484,,C20241216_PROD,ALGO_UPDATE,1064876,649.4518224254144,ALGO_001,1,ALGO_PARENT,CLIENT_001,7.2,2000000,REC_00001948,935124,Buy,2025-08-12T13:06:26.075000,WORKING,ASML.AS,CRITICAL
,649.85734199484,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1064876,649.4518224254144,CLIENT_001,0,CLIENT,,,2000000,REC_00001949,935124,Buy,2025-08-12T13:06:26.080000,WORKING,ASML.AS,
,649.4739562882882,,C20241216_PROD,SLICE_UPDATE,5130,649.4518224254144,SLICE_00207,2,ALGO_SLICE,ALGO_001,,5130,REC_00001950,0,Buy,2025-08-12T13:06:26.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8565737962591,,C20241216_PROD,ALGO_UPDATE,1067014,649.4518224254144,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.5,2000000,REC_00001951,932986,Buy,2025-08-12T13:06:26.125000,WORKING,ASML.AS,CRITICAL
,649.8565737962591,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1067014,649.4518224254144,CLIENT_001,0,CLIENT,,,2000000,REC_00001952,932986,Buy,2025-08-12T13:06:26.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.371637205637,SLICE_00208,2,ALGO_SLICE,ALGO_001,,6227,REC_00001953,6227,Buy,2025-08-12T13:07:25,PENDING,ASML.AS,CRITICAL
,649.4007592953075,,C20241216_PROD,SLICE_UPDATE,2075,649.371637205637,SLICE_00208,2,ALGO_SLICE,ALGO_001,,6227,REC_00001954,4152,Buy,2025-08-12T13:07:25.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8556891036942,,C20241216_PROD,ALGO_UPDATE,1069089,649.371637205637,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.7,2000000,REC_00001955,930911,Buy,2025-08-12T13:07:25.025000,WORKING,ASML.AS,CRITICAL
,649.8556891036942,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1069089,649.371637205637,CLIENT_001,0,CLIENT,,,2000000,REC_00001956,930911,Buy,2025-08-12T13:07:25.030000,WORKING,ASML.AS,
,649.4110738628771,,C20241216_PROD,SLICE_UPDATE,4151,649.371637205637,SLICE_00208,2,ALGO_SLICE,ALGO_001,,6227,REC_00001957,2076,Buy,2025-08-12T13:07:25.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8548274052258,,C20241216_PROD,ALGO_UPDATE,1071165,649.371637205637,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.5,2000000,REC_00001958,928835,Buy,2025-08-12T13:07:25.075000,WORKING,ASML.AS,CRITICAL
,649.8548274052258,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1071165,649.371637205637,CLIENT_001,0,CLIENT,,,2000000,REC_00001959,928835,Buy,2025-08-12T13:07:25.080000,WORKING,ASML.AS,
,649.4006485286759,,C20241216_PROD,SLICE_UPDATE,6227,649.371637205637,SLICE_00208,2,ALGO_SLICE,ALGO_001,,6227,REC_00001960,0,Buy,2025-08-12T13:07:25.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.8539488743575,,C20241216_PROD,ALGO_UPDATE,1073241,649.371637205637,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.1,2000000,REC_00001961,926759,Buy,2025-08-12T13:07:25.125000,WORKING,ASML.AS,CRITICAL
,649.8539488743575,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1073241,649.371637205637,CLIENT_001,0,CLIENT,,,2000000,REC_00001962,926759,Buy,2025-08-12T13:07:25.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.426353477622,SLICE_00209,2,ALGO_SLICE,ALGO_001,,6770,REC_00001963,6770,Buy,2025-08-12T13:08:00,PENDING,ASML.AS,CRITICAL
,649.4505331362576,,C20241216_PROD,SLICE_UPDATE,2256,649.426353477622,SLICE_00209,2,ALGO_SLICE,ALGO_001,,6770,REC_00001964,4514,Buy,2025-08-12T13:08:00.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.8531026554417,,C20241216_PROD,ALGO_UPDATE,1075497,649.426353477622,ALGO_001,1,ALGO_PARENT,CLIENT_001,8.0,2000000,REC_00001965,924503,Buy,2025-08-12T13:08:00.025000,WORKING,ASML.AS,CRITICAL
,649.8531026554417,Wellington Management,C20241216_PROD,CLIENT_UPDATE,1075497,649.426353477622,CLIENT_001,0,CLIENT,,,2000000,REC_00001966,924503,Buy,2025-08-12T13:08:00.030000,WORKING,ASML.AS,
,649.4509198987969,,C20241216_PROD,SLICE_UPDATE,4513,649.426353477622,SLICE_00209,2,ALGO_SLICE,ALGO_001,,6770,REC_00001967,2257,Buy,2025-08-12T13:08:00.070000,PARTIAL,ASML.AS,CRITICAL
