longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.21,33.93,30,2831,862,3649,883,1.9668,<1H OCEAN,152100
-118.18,33.87,44,1832,401,1056,405,4.0658,<1H OCEAN,175100
-118.09,34.05,22,1764,357,1379,363,3.5357,<1H OCEAN,199000
-118.3,33.97,50,2270,451,1000,412,2.1221,<1H OCEAN,119400
-123.1,38.79,20,3109,712,1643,638,2.8344,<1H OCEAN,164400
-118.18,33.98,36,903,266,1068,251,3.0398,<1H OCEAN,165400
-118.26,34.18,32,14556,2077,5459,2017,8.1657,<1H OCEAN,500001
-118.13,33.85,36,1885,391,1049,405,3.55,<1H OCEAN,212800
-118.37,33.97,41,1833,355,847,348,5.726,<1H OCEAN,287800
-118.26,34.08,41,1396,360,1069,363,2.4375,<1H OCEAN,203300
-118.23,34.12,32,2094,491,1413,479,4.5089,<1H OCEAN,221100
-117.97,34.07,20,2063,496,1573,468,3.2,<1H OCEAN,157100
-118.46,34.02,46,2571,502,1225,501,6.0436,<1H OCEAN,473000
-118.38,33.89,35,1778,330,732,312,6.5745,<1H OCEAN,379300
-116.98,32.85,12,3570,713,3321,666,4.0882,<1H OCEAN,134500
-118.48,34.07,29,4767,777,1500,638,10.7937,<1H OCEAN,500001
-120.43,34.86,17,3172,506,1538,473,4.3125,<1H OCEAN,168100
-118.5,34.02,35,2914,934,1334,870,2.9934,<1H OCEAN,350000
-117.91,33.76,22,7531,1569,5254,1523,3.8506,<1H OCEAN,167400
-118.11,33.78,16,3985,567,1327,564,7.9767,<1H OCEAN,500001
-121.98,37.33,25,3223,612,1529,602,5.121,<1H OCEAN,287600
-122.72,38.42,30,2099,406,1156,401,2.8036,<1H OCEAN,152300
-121.88,37.41,23,3224,652,2183,655,4.3807,<1H OCEAN,226900
-116.94,32.81,22,4266,1010,2766,985,2.8175,<1H OCEAN,135200
-118.21,34.03,45,1860,472,1893,456,2.6573,<1H OCEAN,141800
-116.98,32.75,25,4137,662,1905,630,4.375,<1H OCEAN,214000
-118.15,33.92,28,1038,252,912,245,2.5875,<1H OCEAN,161200
-118.44,34.22,39,1529,344,913,314,3.325,<1H OCEAN,178200
-118.36,34.06,52,2130,455,921,395,2.9605,<1H OCEAN,500001
-118.24,33.96,44,1338,366,1765,388,1.7778,<1H OCEAN,109900
-118.56,34.25,31,1962,243,697,242,8.565,<1H OCEAN,500001
-118.11,33.82,36,1742,340,857,341,4.6875,<1H OCEAN,218200
-117.92,34,36,116,30,193,35,3.8125,<1H OCEAN,136300
-120.43,34.96,24,2739,414,1171,413,4.8155,<1H OCEAN,162900
-121.84,37.24,24,7991,1286,4017,1213,5.4741,<1H OCEAN,238800
-117.03,33,6,6139,793,2693,770,7.7569,<1H OCEAN,387400
-118.35,33.94,36,2225,601,2755,610,2.5547,<1H OCEAN,150400
-118.16,34.2,43,1810,343,988,307,3.8203,<1H OCEAN,176000
-116.85,32.83,17,4234,770,2191,725,3.6445,<1H OCEAN,197600
-118.35,34.06,48,3551,826,1601,827,3.2279,<1H OCEAN,400000
-120.43,34.95,50,1966,413,985,403,2.3506,<1H OCEAN,136100
-117.67,33.46,18,1679,271,783,257,5.3999,<1H OCEAN,300000
-117.98,33.68,14,3396,477,1542,472,7.3982,<1H OCEAN,369100
-117.95,33.86,35,2375,439,1343,424,4.53,<1H OCEAN,193500
-121.69,36.81,18,2837,522,1454,458,4.5272,<1H OCEAN,221000
-118.25,33.99,42,2261,574,2496,527,1.5556,<1H OCEAN,98500
-118.44,34.28,37,944,244,1107,235,1.9688,<1H OCEAN,144100
-117.91,33.93,21,2578,363,1207,350,6.2452,<1H OCEAN,291700
-118.09,33.76,26,1625,440,533,414,1.808,<1H OCEAN,58500
-121.99,37.4,35,1845,325,1343,317,5.3912,<1H OCEAN,235300
-118.41,33.89,31,702,161,236,144,5.0497,<1H OCEAN,500001
-117.97,33.77,25,1295,417,856,342,2.7157,<1H OCEAN,350000
-118.86,34.16,16,1509,216,578,235,10.2614,<1H OCEAN,410800
-118.5,34.2,34,1617,344,938,305,3.915,<1H OCEAN,217700
-117.05,33.13,20,7746,2035,5370,1838,2.3762,<1H OCEAN,98500
-118.31,34.05,35,1692,423,1578,406,2.5313,<1H OCEAN,305800
-123.79,39.5,24,1421,291,588,274,2.325,<1H OCEAN,157300
-118.07,33.91,35,2228,463,1558,427,4.023,<1H OCEAN,157700
-121.32,36.42,20,1054,269,1219,273,3.0437,<1H OCEAN,76600
-118.28,33.96,41,1175,340,1241,352,1.2273,<1H OCEAN,98400
-117.97,33.68,26,3653,568,1930,585,5.7301,<1H OCEAN,260900
-122.02,37.37,8,5686,1489,3250,1329,4.2782,<1H OCEAN,327700
-121.93,37.54,25,1354,192,596,220,6.629,<1H OCEAN,352400
-122.87,38.48,27,3894,776,1832,715,3.5085,<1H OCEAN,187800
-120.52,35.06,11,1317,234,655,243,4.3611,<1H OCEAN,329700
-117.98,33.73,22,4232,624,2408,660,6.6539,<1H OCEAN,284900
-118.34,34.12,41,3257,679,1237,638,4.2415,<1H OCEAN,409600
-118.15,34.13,30,2763,520,1143,465,4.7298,<1H OCEAN,500001
-121.86,37.27,17,4393,709,2292,692,5.6876,<1H OCEAN,246500
-117.76,33.53,28,3085,499,1176,480,7.9794,<1H OCEAN,426100
-121.98,37.34,18,6649,1712,3604,1651,4.5368,<1H OCEAN,307400
-117.05,33.01,19,3558,588,1439,578,4.625,<1H OCEAN,211100
-118.45,34.15,20,3876,799,1334,753,4.5656,<1H OCEAN,478400
-118.11,33.84,36,1074,188,496,196,4.625,<1H OCEAN,217400
-118.95,34.17,23,2630,404,1184,385,5.2955,<1H OCEAN,247600
-118.42,34.04,52,1358,272,574,267,5.6454,<1H OCEAN,500001
-118.41,33.89,35,1194,292,507,295,9.0812,<1H OCEAN,500001
-116.93,32.82,26,4129,714,1820,718,4.2586,<1H OCEAN,171000
-121.83,37.28,19,2644,833,2317,780,3.1042,<1H OCEAN,183100
-118.28,33.93,41,936,257,913,226,2.0313,<1H OCEAN,122600
-118.36,34.23,15,2485,742,1994,670,2.8333,<1H OCEAN,183200
-118.19,33.89,38,4018,986,3702,927,2.9293,<1H OCEAN,113600
-118.35,34.16,42,2267,478,1083,458,3.2015,<1H OCEAN,250000
-118.34,33.99,47,1107,199,437,178,3.7344,<1H OCEAN,179400
-118.87,34.23,14,4242,746,1858,689,6.0145,<1H OCEAN,287100
-118.4,34.26,13,4379,872,2560,853,4.2538,<1H OCEAN,154300
-118.85,34.2,28,2040,297,848,280,6.7612,<1H OCEAN,323700
-117.98,33.72,24,2826,547,1738,546,6.0494,<1H OCEAN,240400
-118.36,34.05,45,2283,,1093,475,2.5658,<1H OCEAN,252000
-118.17,33.98,36,627,177,834,175,2.9844,<1H OCEAN,163600
-118.31,33.98,52,1975,379,1043,371,2.3977,<1H OCEAN,112200
-120.62,35.11,18,2241,544,1521,509,2.0292,<1H OCEAN,155800
-118.27,33.96,38,977,295,1073,292,1.0208,<1H OCEAN,86400
-118.26,34.14,51,902,320,650,334,1.5417,<1H OCEAN,268800
-121.97,37.35,30,1955,,999,386,4.6328,<1H OCEAN,287100
-118.39,33.87,34,2395,469,1087,438,5.9683,<1H OCEAN,394600
-122.05,37.33,21,2052,346,933,351,5.3167,<1H OCEAN,416300
-118.31,33.94,40,1917,438,1021,383,2.2448,<1H OCEAN,175000
-118.08,33.8,29,3675,613,1457,591,6.0553,<1H OCEAN,369400
-121.88,37.27,24,4567,688,2102,695,5.6895,<1H OCEAN,289000
-120.44,34.93,16,2098,558,1252,492,2.1509,<1H OCEAN,67500
-118.28,33.81,29,2755,508,2046,488,5.2034,<1H OCEAN,212400
-117.08,33.12,33,674,208,565,188,1.875,<1H OCEAN,114300
-118.86,34.22,22,1230,200,673,195,6.2708,<1H OCEAN,251400
-118.31,33.8,30,3096,757,2048,704,3.125,<1H OCEAN,233300
-117.82,33.82,22,3173,372,1181,355,8.3637,<1H OCEAN,500001
-118.15,34.11,52,2375,369,930,351,7.4111,<1H OCEAN,469100
-122.05,37.31,25,4601,696,2003,666,8.0727,<1H OCEAN,455500
-118.46,34,36,1392,260,679,247,4.7344,<1H OCEAN,346900
-118.37,34.09,31,2697,706,1059,689,2.8942,<1H OCEAN,500001
-118.03,33.79,32,3191,634,1718,611,4.1548,<1H OCEAN,216600
-117.83,33.88,18,2112,340,1048,315,6.9308,<1H OCEAN,231700
-122.03,37.28,29,3752,468,1320,471,9.8937,<1H OCEAN,500001
-118.11,33.83,36,1784,303,964,299,4.2703,<1H OCEAN,220900
-121.97,37.52,23,4925,948,2530,894,5.0824,<1H OCEAN,230900
-118.29,33.9,27,1013,394,1067,400,1.7714,<1H OCEAN,159400
-118.34,33.8,34,1730,427,1008,393,3.9408,<1H OCEAN,327700
-121.83,37.38,15,4430,992,3278,1018,4.5533,<1H OCEAN,209900
-118.24,34.2,41,2067,452,1282,455,5.5756,<1H OCEAN,309900
-117.25,33.3,14,2513,351,1151,357,6.3054,<1H OCEAN,359000
-122.74,38.45,17,3064,588,1704,590,3.9329,<1H OCEAN,170900
-121.81,37.29,15,5957,1037,3838,997,6.2907,<1H OCEAN,253100
-117.63,33.65,10,3580,491,1688,467,7.7814,<1H OCEAN,288700
-117.94,33.89,30,2577,404,1076,374,6.7528,<1H OCEAN,459600
-118.86,34.19,26,3135,480,1474,458,6.1949,<1H OCEAN,243500
-122.86,38.61,52,1753,380,982,380,3.4013,<1H OCEAN,183300
-117.9,33.74,25,808,163,1066,189,4.7679,<1H OCEAN,173100
-117.14,33.18,11,5546,974,2300,970,3.7109,<1H OCEAN,199800
-121.68,36.72,12,19234,4492,12153,4372,3.2652,<1H OCEAN,152800
-118.09,34.12,45,2966,415,1231,409,7.8347,<1H OCEAN,500001
-118.2,33.91,36,2283,499,1836,462,2.8793,<1H OCEAN,118100
-117.83,33.79,25,2070,513,1078,460,2.9312,<1H OCEAN,220100
-118.21,33.93,33,2739,801,3423,741,2.2847,<1H OCEAN,132700
-118.03,33.71,26,1483,251,738,235,6,<1H OCEAN,271400
-118.59,34.2,18,847,185,733,178,5.2149,<1H OCEAN,201900
-123.1,38.97,36,1211,247,697,251,2.5761,<1H OCEAN,94900
-121.9,37.35,52,1034,239,531,223,2.7411,<1H OCEAN,227100
-117.79,33.75,26,2955,377,1074,373,9.3845,<1H OCEAN,500001
-117.84,33.8,35,1490,251,629,257,4.3661,<1H OCEAN,222100
-118.27,34.16,48,1301,253,637,260,4.3438,<1H OCEAN,252700
-121.97,37.44,17,127,28,219,22,4.5179,<1H OCEAN,112500
-118.47,34.2,25,4590,1477,2723,1195,2.7118,<1H OCEAN,281700
-121.94,37.29,22,2593,637,1249,623,3.75,<1H OCEAN,212500
-117.96,33.9,10,2423,356,1213,347,6.5635,<1H OCEAN,346900
-118.28,34.02,29,515,229,2690,217,0.4999,<1H OCEAN,500001
-116.94,32.84,32,1607,253,778,262,4.5278,<1H OCEAN,166300
-118.3,34.03,47,2241,559,1775,504,2.1571,<1H OCEAN,147900
-121.96,37.1,20,922,155,361,135,6.3617,<1H OCEAN,331500
-117.07,33.12,12,2453,599,1251,529,2.4122,<1H OCEAN,127000
-118.48,34.31,31,1091,256,892,238,3,<1H OCEAN,172400
-118.3,33.83,31,2693,661,1598,618,3.1851,<1H OCEAN,240200
-118,33.73,26,2236,280,809,282,6.7395,<1H OCEAN,342800
-118.26,34.13,37,196,74,194,68,1.2188,<1H OCEAN,218800
-118.21,34.09,39,1561,445,1780,391,2.4632,<1H OCEAN,144200
-120.43,34.87,21,2131,329,1094,353,4.6648,<1H OCEAN,193000
-118.17,33.86,40,1301,342,954,336,2.3804,<1H OCEAN,158000
-117.85,33.89,24,3326,503,1616,494,5.7457,<1H OCEAN,240600
-117.97,33.8,35,2985,474,1614,453,5.4631,<1H OCEAN,225600
-118.21,34.04,47,1306,391,1499,346,2.2788,<1H OCEAN,139600
-117.96,33.92,18,3744,1027,1654,912,3.2158,<1H OCEAN,215000
-122.67,38.43,17,2007,400,895,403,3.2813,<1H OCEAN,202700
-117.84,33.76,26,2110,409,1146,407,4.3698,<1H OCEAN,229600
-123.21,39.18,17,2772,576,1501,584,2.6275,<1H OCEAN,142100
-121.84,37.33,26,1934,408,2059,416,3.6765,<1H OCEAN,163600
-122.84,38.39,16,1688,292,793,280,4.4357,<1H OCEAN,216900
-118.44,34.21,20,5756,1477,4031,1369,3.2448,<1H OCEAN,221200
-118.31,34.08,26,1609,534,1868,497,2.7038,<1H OCEAN,227100
-118.24,33.92,44,1079,210,601,182,2.2411,<1H OCEAN,106400
-118.42,33.93,39,2988,605,1466,610,4.9286,<1H OCEAN,341400
-118.37,34.07,52,1084,247,468,255,3.4286,<1H OCEAN,474300
-117.02,32.78,33,3481,708,1726,719,3.3675,<1H OCEAN,158200
-118.3,34.04,24,2092,585,1757,538,1.7109,<1H OCEAN,175000
-118.27,34.03,51,1280,422,1560,381,1.7115,<1H OCEAN,125000
-117.08,33.03,15,3023,623,1283,559,3.3724,<1H OCEAN,137900
-117.96,34.08,28,2831,552,2330,557,3.9741,<1H OCEAN,173100
-118.31,33.77,20,5776,956,2757,936,6.6447,<1H OCEAN,416800
-118.35,34.22,41,1560,374,1668,389,3.025,<1H OCEAN,154300
-118.56,34.19,34,2185,372,986,347,4.8125,<1H OCEAN,266700
-121.82,36.54,22,1746,363,886,364,5.5469,<1H OCEAN,378800
-118.18,34.12,52,1081,311,904,283,1.9219,<1H OCEAN,165100
-118.32,33.87,28,3763,762,1967,724,5.3244,<1H OCEAN,271900
-117.77,33.71,13,1939,247,928,244,8.1111,<1H OCEAN,379800
-117.85,33.73,28,1499,574,3328,595,2.4539,<1H OCEAN,115000
-117.02,32.8,29,1232,243,665,247,3.65,<1H OCEAN,168900
-118.29,33.79,16,1867,571,951,498,3.3427,<1H OCEAN,154200
-118.27,33.82,39,1357,249,763,229,4.25,<1H OCEAN,200300
-118.01,33.75,30,3380,722,2269,652,4.525,<1H OCEAN,186000
-118.07,34.07,31,1370,284,1062,277,3.5156,<1H OCEAN,199300
-117.91,34.06,29,3250,521,1382,513,5.112,<1H OCEAN,218300
-117.98,34.03,21,797,162,484,166,2.625,<1H OCEAN,191100
-118.19,34.04,45,963,234,1194,239,2.1806,<1H OCEAN,134900
-118.25,33.9,37,2119,442,1372,406,1.9605,<1H OCEAN,106200
-121.98,37.36,33,1582,272,809,267,5.7059,<1H OCEAN,287200
-118.28,33.91,41,620,133,642,162,2.6546,<1H OCEAN,159600
-118.17,33.95,23,1991,584,1380,535,1.9107,<1H OCEAN,181900
-120.61,35.13,16,3431,721,1777,701,2.7301,<1H OCEAN,190400
-118.1,33.9,37,796,175,740,183,3.6,<1H OCEAN,156400
-120.69,35.64,38,2564,546,1301,481,2.0076,<1H OCEAN,114000
-118.16,33.9,28,2410,616,2399,594,2.7339,<1H OCEAN,156700
-118.27,34.27,27,5205,859,2363,888,6.1946,<1H OCEAN,276100
-119.7,34.43,35,1402,369,654,385,2.6205,<1H OCEAN,318800
-118.4,33.9,34,2674,435,1087,431,7.3151,<1H OCEAN,492200
-119.23,34.46,34,9280,1765,4514,1693,3.2026,<1H OCEAN,227600
-118.35,34.17,47,858,170,365,171,2.0385,<1H OCEAN,225000
-118.25,34.07,16,719,225,801,218,2.3942,<1H OCEAN,133300
-116.94,32.89,24,2541,381,1078,372,5.2542,<1H OCEAN,227800
-117.65,33.62,15,2708,410,1140,389,6.2899,<1H OCEAN,275000
-118.32,33.79,32,2381,467,1264,488,4.1477,<1H OCEAN,315100
-117.43,33.55,8,446,62,188,68,9.4356,<1H OCEAN,465600
-118.15,33.93,34,1745,404,1084,410,3.3411,<1H OCEAN,220500
-117.07,33.12,21,4578,927,2818,900,3.1458,<1H OCEAN,187700
-118.4,34.07,22,2170,593,850,520,2.9107,<1H OCEAN,500001
-117.95,33.97,33,1113,145,424,137,8.3474,<1H OCEAN,500001
-117.86,33.79,34,1883,408,1227,424,3.8929,<1H OCEAN,187500
-121.88,37.3,16,2692,749,1674,681,2.6763,<1H OCEAN,191100
-118.28,34,46,1650,463,1992,458,2.3403,<1H OCEAN,114100
-118.23,33.91,34,1060,276,1215,250,2.0804,<1H OCEAN,84700
-117.8,33.74,33,2890,453,1300,452,6.5616,<1H OCEAN,290200
-117.79,33.71,16,3114,463,1641,469,6.2162,<1H OCEAN,283200
-118.35,33.84,22,13133,3680,7180,3522,3.5414,<1H OCEAN,354700
-118.34,33.83,34,1761,329,965,329,5.399,<1H OCEAN,358500
-118.53,34.25,20,6331,1537,2957,1509,3.3892,<1H OCEAN,323100
-118.32,33.95,44,2023,325,992,326,4.6667,<1H OCEAN,175600
-124.14,40.57,29,2864,600,1314,562,2.1354,<1H OCEAN,75100
-118.51,34.18,37,1893,365,911,324,4.8036,<1H OCEAN,295300
-121.95,37.36,25,3472,956,2267,944,2.7727,<1H OCEAN,235600
-118.36,33.88,26,1375,286,829,278,3.9844,<1H OCEAN,230700
-118.22,33.94,41,928,249,1108,236,3.4323,<1H OCEAN,144600
-117.7,33.56,3,2443,637,1033,548,4.1379,<1H OCEAN,183300
-118.14,34.01,42,1973,510,1841,502,2.5326,<1H OCEAN,156500
-118.13,34.1,26,3050,825,2153,772,3.1103,<1H OCEAN,214100
-118.12,33.91,35,620,122,381,124,3.7917,<1H OCEAN,183900
-118.46,34,39,614,174,538,159,2.3542,<1H OCEAN,235700
-118.34,34.03,49,1295,276,765,265,3.4306,<1H OCEAN,130200
-118.44,34.16,33,1616,322,580,311,4.0391,<1H OCEAN,337500
-118.4,34.01,48,1427,253,693,268,5.7405,<1H OCEAN,351600
-116.92,32.86,11,2204,518,1472,497,2.3693,<1H OCEAN,127000
-118.41,34.18,35,2785,663,1631,614,3.9038,<1H OCEAN,276100
-117.87,33.6,35,1598,398,782,411,5.1155,<1H OCEAN,500000
-118.38,34.04,31,2846,727,2120,672,2.7226,<1H OCEAN,254200
-118.37,34.07,52,2203,437,899,384,4.25,<1H OCEAN,486900
-118.33,33.84,36,1364,251,668,245,5.3131,<1H OCEAN,314100
-121.86,36.63,37,338,109,231,100,2.5313,<1H OCEAN,108300
-118,34.03,25,6909,1154,3912,1121,5.257,<1H OCEAN,226100
-118.09,34,35,1580,331,1290,338,4.1458,<1H OCEAN,162500
-118.4,34.02,19,7297,2331,3870,2144,3.116,<1H OCEAN,300000
-117.88,33.64,16,3615,570,1209,559,8.5574,<1H OCEAN,392200
-122.7,38.23,47,2090,387,1053,377,3.5673,<1H OCEAN,310300
-121.95,37.32,33,726,168,351,147,3.1458,<1H OCEAN,270500
-118.29,33.95,31,2839,792,2390,729,2,<1H OCEAN,109800
-117.89,34.12,35,1447,272,1224,268,3.9934,<1H OCEAN,141900
-118.13,33.89,36,599,125,361,139,5.0395,<1H OCEAN,225800
-121.88,37.26,13,1893,487,1018,464,3.8047,<1H OCEAN,204700
-117.87,33.87,7,2663,642,1367,677,4.6563,<1H OCEAN,162400
-118.3,33.95,50,1843,326,892,314,3.1346,<1H OCEAN,120000
-120.44,34.88,9,3124,415,1169,407,6.7694,<1H OCEAN,275100
-118.21,34.07,42,902,318,1312,323,1.9375,<1H OCEAN,168800
-118.37,33.98,39,303,69,131,73,4.3438,<1H OCEAN,331800
-118.15,33.97,32,927,250,970,248,2.1591,<1H OCEAN,181500
-117.98,33.8,32,2161,432,1503,402,4.3036,<1H OCEAN,191400
-118.68,34.33,45,121,25,67,27,2.9821,<1H OCEAN,325000
-117.88,33.63,21,9565,2289,3162,1831,4.7024,<1H OCEAN,345400
-118.37,34.07,39,2309,526,870,546,3.1677,<1H OCEAN,453400
-117.9,33.8,21,1342,326,748,335,2.9231,<1H OCEAN,45000
-118.41,34.25,36,1146,259,1173,272,3.6016,<1H OCEAN,153800
-118.17,33.87,45,2110,494,1404,454,2.9803,<1H OCEAN,165900
-122.68,38.46,19,4976,711,1926,625,7.3003,<1H OCEAN,381300
-118.39,34.12,29,6447,1012,2184,960,8.2816,<1H OCEAN,500001
-117.92,33.63,39,1469,226,553,225,7.8496,<1H OCEAN,490800
-118.13,33.86,45,1866,343,919,344,3.5833,<1H OCEAN,200200
-117.83,33.73,20,5768,1597,4853,1465,3.5387,<1H OCEAN,160400
-117.91,33.69,30,2704,426,1289,423,5.2815,<1H OCEAN,229500
-118.31,33.99,45,1489,339,791,316,2.2339,<1H OCEAN,104800
-118.21,33.93,39,354,73,184,58,2.7679,<1H OCEAN,108900
-120.45,34.97,10,1897,354,1353,357,3.7679,<1H OCEAN,131300
-118.44,34.24,36,1660,301,1225,307,4.095,<1H OCEAN,184000
-117.94,33.93,33,1770,370,1346,366,4.0833,<1H OCEAN,162500
-118.24,33.98,30,861,250,1062,231,1.75,<1H OCEAN,115400
-118.36,34.1,52,1096,247,423,230,3.0179,<1H OCEAN,500001
-119.72,34.44,50,3265,509,1256,443,6.3997,<1H OCEAN,500001
-118.38,34.06,50,1509,291,690,259,6.2344,<1H OCEAN,500001
-117.97,33.66,14,6090,1338,1974,1248,2.8061,<1H OCEAN,180300
-118.28,33.98,43,1240,312,1100,311,1.575,<1H OCEAN,97500
-118.44,33.99,43,1432,308,782,303,4.3333,<1H OCEAN,303900
-118.6,34.2,10,2869,941,2162,829,3.2297,<1H OCEAN,150000
-118.45,34.2,18,2729,800,2099,742,2.5842,<1H OCEAN,230800
-118.49,34.02,27,4725,1185,1945,1177,4.1365,<1H OCEAN,470800
-121.86,37.4,16,2391,369,1419,373,5.8721,<1H OCEAN,267800
-118.29,33.96,31,4022,1208,3707,1007,1.3096,<1H OCEAN,116300
-118.34,34.03,47,1927,561,1349,508,1.3444,<1H OCEAN,125000
-122.78,38.52,23,2511,549,1052,527,2.4922,<1H OCEAN,192000
-118.44,34,44,1462,338,821,341,2.599,<1H OCEAN,362200
-117.92,33.84,45,2019,394,1549,377,4.6111,<1H OCEAN,223000
-117.19,33.14,12,3652,923,1677,728,2.3267,<1H OCEAN,92000
-117.93,33.69,19,2602,439,1156,424,5.01,<1H OCEAN,263800
-122.75,38.43,36,1599,345,1086,314,2.6667,<1H OCEAN,149100
-118.03,33.85,16,1831,390,1347,389,3.8426,<1H OCEAN,344400
-118.25,34.14,13,3487,1131,3749,1072,2.1602,<1H OCEAN,221900
-118.29,34.03,42,907,378,822,288,1.2875,<1H OCEAN,179200
-121.85,37.36,11,2109,592,2744,607,4.0452,<1H OCEAN,205900
-117.98,33.67,7,5664,1174,2493,1101,5.8252,<1H OCEAN,264700
-118.36,33.93,44,520,116,392,106,3.0132,<1H OCEAN,202500
-118.39,34.17,40,1696,372,835,385,3.6563,<1H OCEAN,222400
-117.92,33.65,20,1391,393,856,360,3.184,<1H OCEAN,220000
-118.18,34.02,43,887,219,965,217,2.625,<1H OCEAN,133900
-117.06,33.03,23,2023,309,678,340,7.0913,<1H OCEAN,265400
-116.99,33.01,11,1412,185,529,166,7.7517,<1H OCEAN,500001
-118.25,33.91,36,1950,365,1125,374,3.1111,<1H OCEAN,119300
-117.74,33.61,16,2753,576,857,546,3.7422,<1H OCEAN,229800
-118.31,34.03,46,2173,510,1343,476,2.025,<1H OCEAN,135500
-117.89,33.66,32,2736,550,1279,534,5.5422,<1H OCEAN,253100
-123.01,38.8,21,360,96,131,74,3.5156,<1H OCEAN,133300
-117.78,33.71,16,2207,291,1081,308,7.3518,<1H OCEAN,331200
-118.25,34.11,52,125,42,99,40,3.4375,<1H OCEAN,170000
-117.96,33.79,36,2398,403,1261,402,5.2816,<1H OCEAN,221800
-118.34,33.95,25,3762,1281,4015,1178,2.1587,<1H OCEAN,143800
-118.11,34.1,49,2812,478,1329,490,5.2503,<1H OCEAN,292900
-118.24,33.95,40,1193,280,1210,286,1.35,<1H OCEAN,89500
-117.06,33.14,27,3819,674,2447,717,3.8185,<1H OCEAN,137200
-118.38,34.06,31,4345,1158,1987,1070,2.8233,<1H OCEAN,310000
-118.58,34.23,29,3907,773,2037,727,4.1023,<1H OCEAN,230200
-118.49,34.14,28,3539,441,1190,421,10.6796,<1H OCEAN,500001
-118.29,33.81,19,7023,1538,3993,1412,5.0532,<1H OCEAN,218200
-118.49,34.05,42,1918,216,632,224,15.0001,<1H OCEAN,500001
-118.08,33.97,38,1026,190,789,193,4.2,<1H OCEAN,163200
-118.9,34.26,5,25187,3521,11956,3478,6.9712,<1H OCEAN,321300
-118.09,33.94,33,1976,404,1379,395,3.8542,<1H OCEAN,175400
-118.18,34.03,39,609,145,690,134,2.9167,<1H OCEAN,145800
-118.2,33.93,40,1929,417,1780,419,3.4402,<1H OCEAN,149400
-121.93,37.53,27,5532,973,2855,960,4.7478,<1H OCEAN,243500
-118.36,33.95,42,2532,627,2038,591,2.875,<1H OCEAN,177500
-118.3,33.79,35,2793,686,2255,682,3.0057,<1H OCEAN,235300
-118.41,34.05,16,9728,2211,3026,1899,5.8758,<1H OCEAN,500001
-117.88,34,21,5459,1086,3394,1087,3.6308,<1H OCEAN,192100
-118.33,34,24,873,320,529,308,0.9304,<1H OCEAN,151600
-118.44,34.22,41,1030,214,664,223,3.8083,<1H OCEAN,183800
-118.39,34.04,49,1230,279,669,269,3.9038,<1H OCEAN,308300
-118.45,34.31,9,1739,358,820,323,4.0556,<1H OCEAN,182500
-117.82,33.68,3,7105,1459,3068,1241,6.1395,<1H OCEAN,358000
-118.2,33.92,36,414,104,477,130,3.6719,<1H OCEAN,130400
-121.24,36.34,33,1691,308,792,262,2.6648,<1H OCEAN,164600
-118.49,34.31,25,1024,145,357,147,7.0598,<1H OCEAN,356300
-117.9,34.05,33,629,76,253,75,7.6286,<1H OCEAN,330400
-118.15,33.86,32,2630,559,1069,491,2.4659,<1H OCEAN,209000
-118.43,34.13,37,4400,695,1521,666,8.2954,<1H OCEAN,500001
-118.44,34.07,26,3535,748,1322,666,7.1674,<1H OCEAN,500001
-118,33.88,28,1624,289,755,280,4.7083,<1H OCEAN,268100
-121.9,37.1,23,1708,287,670,238,6.4517,<1H OCEAN,356600
-118.3,33.98,52,1371,315,986,277,2.9432,<1H OCEAN,94000
-118.34,34.11,51,937,348,527,333,4.3571,<1H OCEAN,468800
-121.88,37.32,30,1242,338,1438,325,2.6607,<1H OCEAN,169300
-117.34,33.46,14,1902,338,848,304,5.5395,<1H OCEAN,273300
-117.78,33.51,44,1833,331,515,268,6.6178,<1H OCEAN,500001
-122.02,37.35,18,1221,255,507,271,5.3679,<1H OCEAN,228400
-118.32,34.02,50,1655,256,672,260,4.2554,<1H OCEAN,194300
-117.23,33.19,22,2554,447,1147,422,3.6346,<1H OCEAN,192500
-121.98,37.27,29,2658,484,1318,498,5.3561,<1H OCEAN,298900
-120.58,40.37,16,3412,667,1873,590,2.2661,INLAND,61800
-121.25,37.94,30,1509,308,967,278,1.7798,INLAND,65900
-121.88,38.03,52,1225,250,725,231,2,INLAND,101400
-120.85,37.5,52,1724,352,922,348,1.7227,INLAND,85700
-120.45,37.79,8,2687,495,5087,385,3.1719,INLAND,115400
-122.39,40.57,38,855,172,468,150,1.4091,INLAND,84400
-117.64,34.04,21,1801,507,2556,484,2.4716,INLAND,102500
-120.43,37.32,16,1170,178,566,181,5.2522,INLAND,125300
-121.49,38.61,6,4391,974,1982,914,3.4291,INLAND,105300
-121.13,37.74,28,409,104,244,98,3.4643,INLAND,90900
-120.67,38.19,17,2967,611,1387,564,2.0417,INLAND,92600
-120.1,38.91,33,1561,282,30,11,1.875,INLAND,500001
-121.26,38.68,4,3080,827,1195,683,2.7477,INLAND,133000
-116.57,33.76,25,2616,547,581,343,3.1364,INLAND,301600
-121.45,38.54,47,1159,250,810,244,2.7787,INLAND,56000
-122.01,38.35,18,4486,723,1600,697,3.8651,INLAND,189700
-119.77,36.81,28,1713,302,663,282,3.567,INLAND,85500
