accruedInterest,allocationStatus,book,clearingHouse,comments,commission,confirmationStatus,counterparty,counterpartyCountry,counterpartyId,counterpartyType,createdDate,currency,cusip,dV01,dealId,delta,desk,duration,exchange,externalOrderId,fees,gamma,instrumentId,instrumentName,instrumentType,isElectronic,isin,lastModifiedDate,maturityDate,notional,pV01,parentOrderId,platformOrderId,portfolio,price,prime,productType,quantity,settlementAmount,settlementDate,settlementStatus,side,status,strategy,ticker,tradeDate,trader,traderId,valueDate,vega,venue,yield
,Unallocated,Credit Trading,eurex,,8186.5,Rejected,HSBC,UK,CP0090,Institution,2024-08-22T17:24:31,GBP,,,DEAL00005049,,Exotics,,NYSE,EXT06428514,450.88,,INST005815,MS CDS,CDS,False,US1716885884,2024-08-23T10:24:31,2031-11-10,9047409.02,,,P00005049,CreditTrading-5,1813.6728,,CDS,4988,9056046.4,2024-08-27,Failed,buy,pending,Directional,MS,2024-08-22,Trader029,T0002,2024-08-27,,Electronic,
,Pending,FX Trading,eurex,,9603.36,Unconfirmed,JP Morgan,SG,CP0082,Institution,2025-05-17T17:24:31,CHF,,,DEAL00005050,,Electronic,,NYSE,EXT52790748,84.19,,INST007102,GOOGL ETF,ETF,True,US9771861379,2025-05-18T02:24:31,,8379316.34,,,P00005050,FXTrading-8,4592.6187,Bank of America,ETF,1824,8389003.89,2025-05-19,Unsettled,sell,cancelled,Relative Value,GOOGL,2025-05-17,Trader017,T0011,2025-05-19,,Voice,
,Partial,Derivatives,eurex,,8807.81,Rejected,Goldman Sachs,FR,CP0062,Broker,2024-11-10T17:24:31,CAD,723422363,,DEAL00005051,,Structured,,NASDAQ,EXT72283354,839.54,,INST002747,GOOGL CDS,CDS,False,,2024-11-11T04:24:31,,8781515.24,,,P00005051,Derivatives-9,2097.6175,,CDS,4186,8791162.59,2024-11-14,Failed,buy,failed,Mean Reversion,GOOGL,2024-11-10,Trader007,T0025,2024-11-14,,Electronic,
2732.63,Pending,Derivatives,lch,,15381.38,Rejected,Morgan Stanley,JP,CP0055,Broker,2024-11-28T17:24:31,JPY,,6955.21,DEAL00005052,,Electronic,25.77,NYSE,EXT51619791,686.37,,INST009321,PFE Bond,Bond,False,US2985563462,2024-11-29T00:24:31,2027-07-11,9601454.74,7650.73,,P00005052,Derivatives-8,3336.4811,,Bond,2877,9617522.49,2024-11-30,Failed,buy,pending,Directional,PFE,2024-11-28,Trader035,T0020,2024-11-30,,Voice,0.0697
,Pending,Emerging Markets,ice,,4536.77,Rejected,Wells Fargo,CA,CP0045,Institution,2024-09-30T17:24:31,EUR,574964022,,DEAL00005053,,Flow Trading,,NASDAQ,EXT23977881,379.48,,INST004267,HSBC FX Forward,FX Forward,True,US1534247429,2024-10-01T10:24:31,,8071959.07,,PARENT000313,P00005053,EmergingMarkets-9,3230.2764,,FX Forward,2498,8076875.32,2024-10-02,Settled,buy,failed,Arbitrage,HSBC,2024-09-30,Trader013,T0046,2024-10-02,,Voice,
,Partial,Futures Trading,ice,,10180.48,Unconfirmed,BNP Paribas,HK,CP0042,Institution,2024-11-04T17:24:31,EUR,122512339,4564.19,DEAL00005054,,Structured,,NYSE,,514.13,,INST003150,NVDA Swap,Swap,False,US1694025657,2024-11-04T18:24:31,,6459375.51,5020.61,,P00005054,FuturesTrading-9,1060.8704,,Swap,6088,6470070.12,2024-11-06,Settled,buy,pending,Arbitrage,NVDA,2024-11-04,Trader028,T0043,2024-11-06,,Electronic,
,Pending,Credit Trading,eurex,,4832.05,Pending,UBS,US,CP0088,Broker,2025-07-10T17:24:31,USD,,,DEAL00005055,,Flow Trading,,NYSE,EXT22221389,130.17,,INST000789,CVX Commodity,Commodity,False,US3410069809,2025-07-11T08:24:31,,7608727.14,,,P00005055,CreditTrading-2,2742.3351,UBS,Commodity,2774,7613689.36,2025-07-14,Pending,buy,failed,Momentum,CVX,2025-07-10,Trader004,T0033,2025-07-14,,Electronic,
,Unallocated,Derivatives,lch,,12978.62,Confirmed,Goldman Sachs,FR,CP0047,Institution,2025-08-01T17:24:31,AUD,200693265,,DEAL00005056,,Structured,,NYSE,EXT26973644,229.28,,INST000900,C Equity,Equity,True,,2025-08-02T11:24:31,2027-11-26,9028576.85,,,P00005056,Derivatives-2,1473.0356,,Equity,6129,9041784.75,2025-08-02,Settled,sell,cancelled,Market Making,C,2025-08-01,Trader028,T0008,2025-08-02,,Electronic,
,Allocated,Prime Brokerage,ice,,4767.57,Unconfirmed,UBS,US,CP0086,Broker,2024-10-06T17:24:31,USD,,,DEAL00005057,,Prop Trading,,NYSE,EXT59336568,451.0,,INST003218,NVDA CDS,CDS,True,US1647489589,2024-10-07T11:24:31,,7147034.3,,,P00005057,PrimeBrokerage-7,3804.106,,CDS,1878,7152252.87,2024-10-09,Pending,buy,pending,Event Driven,NVDA,2024-10-06,Trader025,T0023,2024-10-09,,Voice,
,Pending,Options Trading,eurex,,1335.94,Unconfirmed,Nomura,AU,CP0014,Institution,2024-11-11T17:24:31,GBP,616636498,,DEAL00005058,,Delta One,,NYSE,EXT99811002,197.7,,INST009945,PFE Future,Future,True,US8472739778,2024-11-12T14:24:31,,2350657.73,,,P00005058,OptionsTrading-1,1469.2956,,Future,1599,2352191.37,2024-11-16,Pending,sell,failed,Directional,PFE,2024-11-11,Trader038,T0046,2024-11-16,,Electronic,
2922.9,Pending,Derivatives,jscc,,6670.57,Confirmed,JP Morgan,DE,CP0081,Broker,2025-07-22T17:24:31,JPY,222823224,6897.85,DEAL00005059,,Prop Trading,27.2,NASDAQ,EXT40639855,328.07,,INST005266,NVDA Bond,Bond,False,,2025-07-23T10:24:31,,3705966.65,7587.64,,P00005059,Derivatives-1,4232.3356,,Bond,875,3712965.29,2025-07-26,Pending,buy,completed,Momentum,NVDA,2025-07-22,Trader001,T0026,2025-07-26,,Voice,0.0104
4615.43,Partial,Futures Trading,dtcc,,9534.67,Rejected,UBS,CH,CP0041,Institution,2025-01-30T17:24:31,CHF,153617579,2044.46,DEAL00005060,,Exotics,21.39,NYSE,EXT28620972,307.53,,INST000598,LLY Bond,Bond,True,US9234419343,2025-01-31T15:24:31,,8728594.5,2248.91,,P00005060,FuturesTrading-10,318.1563,UBS,Bond,27434,8738436.7,2025-02-04,Unsettled,buy,failed,Relative Value,LLY,2025-01-30,Trader018,T0039,2025-02-04,,Voice,0.0664
,Unallocated,Credit Trading,ice,,1582.04,Unconfirmed,Deutsche Bank,CA,CP0036,Broker,2025-04-16T17:24:31,GBP,651933123,,DEAL00005061,,Market Making,,NASDAQ,EXT89688802,42.74,,INST001945,AMZN Commodity,Commodity,True,US2985142560,2025-04-16T23:24:31,,1514652.32,,,P00005061,CreditTrading-9,3322.6832,,Commodity,455,1516277.1,2025-04-19,Settled,buy,failed,Momentum,AMZN,2025-04-16,Trader019,T0037,2025-04-19,,Voice,
,Pending,Bond Trading,jscc,,2085.8,Rejected,Barclays,CH,CP0035,Institution,2024-09-02T17:24:31,USD,,,DEAL00005062,,Arbitrage,,NYSE,,145.23,,INST003203,MRK Commodity,Commodity,True,US1388839311,2024-09-03T17:24:31,,1646880.72,,,P00005062,BondTrading-4,3001.8307,,Commodity,548,1649111.75,2024-09-03,Pending,buy,failed,Market Making,MRK,2024-09-02,Trader018,T0021,2024-09-03,,Electronic,
,Pending,Futures Trading,eurex,,7258.14,Pending,Jefferies,UK,CP0013,Broker,2025-03-15T17:24:31,JPY,,,DEAL00005063,,Arbitrage,,NYSE,,583.23,,INST001958,JPM Commodity,Commodity,False,,2025-03-16T11:24:31,,7890202.66,,PARENT000418,P00005063,FuturesTrading-3,1084.6585,Wells Fargo,Commodity,7274,7898044.03,2025-03-17,Failed,buy,cancelled,Directional,JPM,2025-03-15,Trader042,T0013,2025-03-17,,Voice,
,Unallocated,Prime Brokerage,ice,,141.47,Rejected,JP Morgan,UK,CP0073,Institution,2024-11-04T17:24:31,CHF,132493890,,DEAL00005064,,Delta One,,NYSE,,98.41,,INST004968,META Future,Future,False,US7957000672,2024-11-05T15:24:31,,1223469.57,,PARENT000419,P00005064,PrimeBrokerage-7,488.194,,Future,2506,1223709.45,2024-11-09,Settled,sell,failed,Momentum,META,2024-11-04,Trader050,T0007,2024-11-09,,Electronic,
,Unallocated,Equity Trading,eurex,,3928.75,Rejected,Goldman Sachs,CA,CP0036,Institution,2024-10-11T17:24:31,EUR,,,DEAL00005065,,Flow Trading,,NYSE,EXT81971329,228.74,,INST006087,CVX Future,Future,True,,2024-10-11T20:24:31,,2694414.14,,,P00005065,EquityTrading-5,4914.0201,,Future,548,2698571.63,2024-10-13,Pending,buy,partial,Momentum,CVX,2024-10-11,Trader025,T0041,2024-10-13,,Voice,
,Pending,Prime Brokerage,cme,,9842.48,Confirmed,Jefferies,CH,CP0094,Institution,2025-06-05T17:24:31,CHF,431248787,,DEAL00005066,,Delta One,,NYSE,EXT24869442,83.59,,INST006705,TSLA FX Forward,FX Forward,True,US8078764795,2025-06-06T16:24:31,,6014024.52,,,P00005066,PrimeBrokerage-9,4737.9721,,FX Forward,1269,6023950.59,2025-06-07,Settled,buy,failed,Mean Reversion,TSLA,2025-06-05,Trader030,T0016,2025-06-07,,Electronic,
7432.5,Partial,Equity Trading,dtcc,Trade 5067 - Special handling required,9861.94,Confirmed,Mizuho,DE,CP0039,Institution,2024-12-29T17:24:31,EUR,796133290,3724.06,DEAL00005067,,Delta One,18.6,NYSE,EXT93869767,92.78,,INST003398,TSLA Bond,Bond,True,US6862280194,2024-12-29T21:24:31,2028-01-05,5017884.32,4096.47,,P00005067,EquityTrading-4,4823.1583,,Bond,1040,5027839.04,2025-01-03,Failed,buy,completed,Directional,TSLA,2024-12-29,Trader036,T0031,2025-01-03,,Electronic,0.0982
,Partial,ETF Trading,ice,,1846.76,Pending,Barclays,SG,CP0084,Institution,2024-11-24T17:24:31,EUR,993402512,,DEAL00005068,,Structured,,NYSE,,166.41,,INST008268,JPM Index,Index,True,,2024-11-25T17:24:31,,3526556.3,,,P00005068,ETFTrading-7,2918.4326,Jefferies,Index,1208,3528569.47,2024-11-25,Pending,sell,partial,Relative Value,JPM,2024-11-24,Trader026,T0016,2024-11-25,,Voice,
,Pending,Options Trading,eurex,,5573.81,Unconfirmed,Bank of America,FR,CP0047,Broker,2024-12-11T17:24:31,EUR,740997155,,DEAL00005069,,Exotics,,NYSE,EXT19034516,172.15,,INST008137,JNJ FX Spot,FX Spot,True,US7488794583,2024-12-12T09:24:31,,7380227.9,,,P00005069,OptionsTrading-4,2723.5013,Credit Suisse,FX Spot,2709,7385973.86,2024-12-13,Settled,sell,partial,Momentum,JNJ,2024-12-11,Trader031,T0029,2024-12-13,,Voice,
,Allocated,Bond Trading,lch,,10713.88,Unconfirmed,HSBC,HK,CP0046,Broker,2025-04-15T17:24:31,USD,,,DEAL00005070,,Delta One,,NYSE,EXT78745976,315.32,,INST001869,CVX Future,Future,False,US7719316068,2025-04-16T00:24:31,,7128940.5,,PARENT000416,P00005070,BondTrading-9,3034.312,,Future,2349,7139969.7,2025-04-18,Unsettled,buy,failed,Event Driven,CVX,2025-04-15,Trader038,T0014,2025-04-18,,Electronic,
,Allocated,Credit Trading,dtcc,,1142.19,Confirmed,Morgan Stanley,UK,CP0064,Institution,2025-05-06T17:24:31,AUD,,,DEAL00005071,,Electronic,,NYSE,EXT74683610,632.28,,INST002014,MSFT FX Forward,FX Forward,True,US3170208606,2025-05-07T06:24:31,,9052360.73,,,P00005071,CreditTrading-5,59.0486,Wells Fargo,FX Forward,153303,9054135.2,2025-05-07,Failed,sell,failed,Hedging,MSFT,2025-05-06,Trader032,T0017,2025-05-07,,Electronic,
,Allocated,Commodities,lch,,15151.51,Confirmed,Deutsche Bank,AU,CP0067,Broker,2024-10-19T17:24:31,GBP,400300266,,DEAL00005072,,Arbitrage,,NYSE,,326.49,,INST002485,JPM Future,Future,True,US3628678967,2024-10-20T04:24:31,,8585352.0,,,P00005072,Commodities-3,2781.6859,Goldman Sachs,Future,3086,8600830.0,2024-10-20,Pending,buy,failed,Momentum,JPM,2024-10-19,Trader020,T0016,2024-10-20,,Electronic,
3263.51,Allocated,Prime Brokerage,eurex,,2009.81,Pending,Deutsche Bank,CH,CP0061,Institution,2024-12-03T17:24:31,AUD,409447979,4055.21,DEAL00005073,,Electronic,22.25,NYSE,,51.11,,INST007716,AAPL Bond,Bond,False,US3655145031,2024-12-04T13:24:31,,1075749.07,4460.73,,P00005073,PrimeBrokerage-7,3853.8811,,Bond,279,1077809.99,2024-12-05,Unsettled,buy,pending,Momentum,AAPL,2024-12-03,Trader007,T0041,2024-12-05,,Voice,0.0495
,Unallocated,Options Trading,cme,,13269.85,Unconfirmed,HSBC,CH,CP0021,Broker,2025-06-17T17:24:31,USD,609247129,,DEAL00005074,,Arbitrage,,NYSE,EXT91496346,676.96,,INST002630,TTE Commodity,Commodity,True,US1312548384,2025-06-18T10:24:31,2027-05-07,7911954.82,,PARENT000331,P00005074,OptionsTrading-10,29.6762,Jefferies,Commodity,266609,7925901.63,2025-06-20,Settled,sell,partial,Arbitrage,TTE,2025-06-17,Trader027,T0023,2025-06-20,,Electronic,
,Pending,Structured Products,ice,,11841.7,Rejected,Goldman Sachs,DE,CP0079,Institution,2025-06-27T17:24:31,EUR,,,DEAL00005075,,Delta One,,NYSE,EXT34387248,725.75,,INST004254,C ETF,ETF,False,,2025-06-28T02:24:31,,8199838.64,,,P00005075,StructuredProducts-4,1266.628,JP Morgan,ETF,6473,8212406.09,2025-06-30,Unsettled,sell,cancelled,Mean Reversion,C,2025-06-27,Trader043,T0006,2025-06-30,,Electronic,
,Unallocated,Structured Products,lch,,11012.05,Unconfirmed,BNP Paribas,DE,CP0077,Broker,2024-09-23T17:24:31,CAD,,,DEAL00005076,,Arbitrage,,NYSE,EXT08743486,296.57,,INST004136,PFE CDS,CDS,False,US8891008396,2024-09-24T06:24:31,,8488663.02,,,P00005076,StructuredProducts-4,738.4607,,CDS,11495,8499971.64,2024-09-26,Failed,buy,completed,Directional,PFE,2024-09-23,Trader018,T0021,2024-09-26,,Voice,
,Partial,Commodities,cme,,6468.48,Confirmed,Credit Suisse,CA,CP0099,Institution,2024-12-18T17:24:31,GBP,234665335,,DEAL00005077,,Flow Trading,,NASDAQ,EXT39950740,674.66,,INST008848,TSLA Commodity,Commodity,False,US7878617215,2024-12-19T06:24:31,2026-10-15,7024860.04,,,P00005077,Commodities-3,734.9633,,Commodity,9558,7032003.18,2024-12-20,Unsettled,sell,failed,Directional,TSLA,2024-12-18,Trader026,T0016,2024-12-20,,Voice,
,Allocated,ETF Trading,ice,,668.99,Pending,BNP Paribas,CA,CP0074,Broker,2025-05-01T17:24:31,GBP,,,DEAL00005078,,Market Making,,NYSE,,24.14,,INST004167,XOM FX Forward,FX Forward,False,US9186054703,2025-05-02T01:24:31,,376182.09,,,P00005078,ETFTrading-2,183.1977,BNP Paribas,FX Forward,2053,376875.22,2025-05-02,Failed,buy,pending,Mean Reversion,XOM,2025-05-01,Trader050,T0021,2025-05-02,,Electronic,
,Allocated,Bond Trading,lch,,15684.95,Unconfirmed,Mizuho,CH,CP0085,Broker,2025-05-03T17:24:31,EUR,,,DEAL00005079,,Exotics,,NASDAQ,,105.75,,INST007918,HSBC Commodity,Commodity,False,US6822377168,2025-05-04T10:24:31,2030-12-03,8125299.88,,,P00005079,BondTrading-8,2746.5923,,Commodity,2958,8141090.58,2025-05-07,Settled,buy,failed,Hedging,HSBC,2025-05-03,Trader017,T0048,2025-05-07,,Voice,
,Partial,Futures Trading,lch,Trade 5080 - Special handling required,8744.75,Unconfirmed,Bank of America,AU,CP0070,Institution,2024-09-24T17:24:31,CAD,,,DEAL00005080,,Electronic,,NYSE,EXT77049335,233.17,,INST006567,BP Equity,Equity,True,,2024-09-25T02:24:31,,7055897.53,,,P00005080,FuturesTrading-9,4159.4165,Deutsche Bank,Equity,1696,7064875.45,2024-09-28,Pending,sell,pending,Directional,BP,2024-09-24,Trader001,T0006,2024-09-28,,Electronic,
,Pending,Equity Trading,eurex,,12597.05,Confirmed,BNP Paribas,DE,CP0093,Institution,2025-02-10T17:24:31,CHF,812525690,,DEAL00005081,,Electronic,,NYSE,EXT87023844,373.45,,INST008613,AMZN CDS,CDS,True,US4309507626,2025-02-11T04:24:31,,9899989.08,,PARENT000094,P00005081,EquityTrading-5,4122.4513,,CDS,2401,9912959.58,2025-02-13,Unsettled,buy,pending,Relative Value,AMZN,2025-02-10,Trader011,T0018,2025-02-13,,Electronic,
,Partial,Prime Brokerage,ice,,15808.24,Pending,Goldman Sachs,DE,CP0092,Institution,2025-05-24T17:24:31,USD,,9217.08,DEAL00005082,,Flow Trading,,NYSE,EXT07282602,398.32,,INST000454,HSBC Swap,Swap,True,,2025-05-25T16:24:31,,8721516.19,10138.79,,P00005082,PrimeBrokerage-5,4621.6537,,Swap,1887,8737722.75,2025-05-27,Failed,sell,cancelled,Momentum,HSBC,2025-05-24,Trader004,T0003,2025-05-27,,Electronic,
,Partial,Options Trading,lch,,1751.83,Confirmed,Citigroup,JP,CP0073,Institution,2024-09-14T17:24:31,EUR,751211346,,DEAL00005083,0.3259,Delta One,,NYSE,EXT52460774,242.48,0.043945,INST008135,CVX Option,Option,True,US4697243942,2024-09-14T22:24:31,,7614221.14,,,P00005083,OptionsTrading-8,3275.0349,,Option,2324,7616215.45,2024-09-17,Pending,buy,completed,Hedging,CVX,2024-09-14,Trader023,T0010,2024-09-17,70.65,Electronic,
,Allocated,Options Trading,eurex,,1562.4,Confirmed,Bank of America,SG,CP0022,Broker,2025-05-01T17:24:31,JPY,,,DEAL00005084,-0.3516,Arbitrage,,NYSE,EXT76136817,246.11,0.045257,INST008598,XOM Option,Option,False,US5113897623,2025-05-01T20:24:31,,4314906.47,,PARENT000861,P00005084,OptionsTrading-7,4.6982,,Option,918416,4316714.98,2025-05-05,Pending,buy,partial,Directional,XOM,2025-05-01,Trader008,T0023,2025-05-05,51.88,Voice,
,Unallocated,Options Trading,eurex,,2218.27,Confirmed,Nomura,UK,CP0087,Institution,2025-01-26T17:24:31,GBP,,1186.9,DEAL00005085,,Arbitrage,,NYSE,EXT74970485,189.19,,INST000318,JNJ Swap,Swap,True,US3746780590,2025-01-27T13:24:31,2025-09-01,2006313.06,1305.59,PARENT000212,P00005085,OptionsTrading-3,4923.6848,,Swap,407,2008720.52,2025-01-29,Settled,sell,pending,Momentum,JNJ,2025-01-26,Trader017,T0029,2025-01-29,,Electronic,
,Unallocated,Equity Trading,jscc,,1902.46,Rejected,Nomura,FR,CP0009,Broker,2024-10-01T17:24:31,CHF,254904671,,DEAL00005086,-0.4208,Market Making,,NYSE,EXT01257455,46.91,0.023739,INST001061,TSLA Option,Option,True,US8174608764,2024-10-02T00:24:31,,1063403.67,,,P00005086,EquityTrading-4,1257.3409,,Option,845,1065353.04,2024-10-02,Settled,sell,completed,Market Making,TSLA,2024-10-01,Trader008,T0041,2024-10-02,29.3,Voice,
,Pending,Bond Trading,jscc,,2288.32,Confirmed,HSBC,HK,CP0099,Institution,2024-12-25T17:24:31,JPY,785197439,,DEAL00005087,0.1099,Flow Trading,,NYSE,,135.56,0.021274,INST002374,AMZN Option,Option,True,US9635193902,2024-12-25T22:24:31,,1698244.82,,,P00005087,BondTrading-3,2429.9929,Wells Fargo,Option,698,1700668.7,2024-12-29,Unsettled,sell,completed,Relative Value,AMZN,2024-12-25,Trader008,T0012,2024-12-29,52.87,Voice,
,Unallocated,Bond Trading,ice,,279.51,Unconfirmed,RBC Capital,JP,CP0014,Institution,2025-02-20T17:24:31,CHF,,,DEAL00005088,,Flow Trading,,NASDAQ,,9.25,,INST006097,MS Equity,Equity,True,US9390429351,2025-02-20T21:24:31,2029-04-23,439564.17,,,P00005088,BondTrading-3,1069.7989,,Equity,410,439852.93,2025-02-25,Settled,sell,cancelled,Relative Value,MS,2025-02-20,Trader017,T0015,2025-02-25,,Electronic,
,Pending,Prime Brokerage,lch,,751.91,Pending,Mizuho,CA,CP0035,Institution,2024-08-14T17:24:31,USD,406100397,,DEAL00005089,,Market Making,,NYSE,EXT47776134,263.63,,INST004719,UNH CDS,CDS,True,,2024-08-15T17:24:31,2031-07-11,2733949.88,,PARENT000175,P00005089,PrimeBrokerage-4,2621.2571,,CDS,1042,2734965.42,2024-08-15,Pending,buy,failed,Market Making,UNH,2024-08-14,Trader018,T0008,2024-08-15,,Electronic,
,Allocated,Equity Trading,cme,,7876.93,Confirmed,Credit Suisse,SG,CP0075,Broker,2025-07-16T17:24:31,AUD,410102876,,DEAL00005090,,Market Making,,NYSE,EXT62885988,229.46,,INST002277,C Forward,Forward,True,US6144145481,2025-07-17T08:24:31,,5878762.52,,,P00005090,EquityTrading-8,357.4015,,Forward,16448,5886868.91,2025-07-20,Failed,buy,pending,Market Making,C,2025-07-16,Trader012,T0006,2025-07-20,,Electronic,
,Pending,Options Trading,jscc,,8092.23,Unconfirmed,Credit Suisse,DE,CP0078,Broker,2025-04-23T17:24:31,CHF,277499377,,DEAL00005091,,Arbitrage,,NYSE,,847.42,,INST001971,BAC FX Forward,FX Forward,True,US8872354910,2025-04-24T04:24:31,2033-04-12,8976621.48,,,P00005091,OptionsTrading-4,965.4656,RBC Capital,FX Forward,9297,8985561.13,2025-04-27,Pending,sell,partial,Hedging,BAC,2025-04-23,Trader036,T0019,2025-04-27,,Voice,
,Pending,Structured Products,eurex,Trade 5092 - Special handling required,6513.33,Pending,Wells Fargo,UK,CP0080,Broker,2024-10-13T17:24:31,JPY,915383496,,DEAL00005092,,Exotics,,NYSE,,248.12,,INST002330,BAC FX Spot,FX Spot,False,US8294534071,2024-10-14T09:24:31,2032-05-06,7310827.45,,,P00005092,StructuredProducts-4,4236.5099,,FX Spot,1725,7317588.9,2024-10-18,Unsettled,buy,partial,Arbitrage,BAC,2024-10-13,Trader030,T0020,2024-10-18,,Electronic,
,Unallocated,Emerging Markets,cme,,4211.98,Pending,UBS,FR,CP0080,Institution,2025-06-06T17:24:31,JPY,,,DEAL00005093,,Flow Trading,,NYSE,EXT49223737,102.69,,INST009714,XOM FX Forward,FX Forward,True,US8648623499,2025-06-07T03:24:31,,3223747.76,,,P00005093,EmergingMarkets-8,1397.3546,,FX Forward,2307,3228062.43,2025-06-11,Unsettled,buy,partial,Hedging,XOM,2025-06-06,Trader025,T0049,2025-06-11,,Voice,
,Pending,Derivatives,ice,,1793.63,Confirmed,Goldman Sachs,UK,CP0066,Broker,2025-04-06T17:24:31,USD,,,DEAL00005094,,Electronic,,NYSE,,349.21,,INST006100,META Commodity,Commodity,False,US1262593957,2025-04-07T15:24:31,,8549287.13,,,P00005094,Derivatives-2,49.3305,,Commodity,173306,8551429.97,2025-04-11,Pending,sell,pending,Hedging,META,2025-04-06,Trader039,T0045,2025-04-11,,Electronic,
9845.6,Unallocated,Commodities,lch,,366.58,Unconfirmed,Citigroup,HK,CP0033,Broker,2025-04-22T17:24:31,GBP,,3484.35,DEAL00005095,,Structured,28.18,NASDAQ,EXT96412635,23.54,,INST008213,SHEL Bond,Bond,True,US6083544134,2025-04-23T13:24:31,2032-05-16,1324049.2,3832.79,,P00005095,Commodities-2,3518.3575,,Bond,376,1324439.32,2025-04-26,Settled,sell,completed,Market Making,SHEL,2025-04-22,Trader041,T0008,2025-04-26,,Electronic,0.0784
,Unallocated,Structured Products,jscc,,2295.47,Confirmed,BNP Paribas,HK,CP0026,Institution,2024-10-12T17:24:31,CHF,,8501.01,DEAL00005096,,Market Making,,NYSE,EXT25977281,280.31,,INST005862,PFE Swap,Swap,True,US1403256329,2024-10-13T09:24:31,,3794715.31,9351.11,,P00005096,StructuredProducts-8,2942.2396,,Swap,1289,3797291.09,2024-10-15,Unsettled,buy,failed,Event Driven,PFE,2024-10-12,Trader029,T0040,2024-10-15,,Electronic,
,Pending,Prime Brokerage,dtcc,,1206.6,Unconfirmed,Morgan Stanley,HK,CP0047,Institution,2025-02-17T17:24:31,AUD,,,DEAL00005097,0.1191,Prop Trading,,NYSE,EXT86899098,228.54,0.057597,INST008359,XOM Option,Option,True,US1630319607,2025-02-18T09:24:31,,2431764.18,,,P00005097,PrimeBrokerage-6,3736.0415,,Option,650,2433199.32,2025-02-21,Unsettled,sell,failed,Directional,XOM,2025-02-17,Trader011,T0034,2025-02-21,92.41,Electronic,
,Partial,Structured Products,ice,,8436.94,Rejected,JP Morgan,UK,CP0068,Institution,2024-11-24T17:24:31,AUD,639575014,,DEAL00005098,,Arbitrage,,NYSE,EXT56628586,582.62,,INST009504,PFE Commodity,Commodity,True,US7821044850,2024-11-25T10:24:31,,7391816.25,,PARENT000180,P00005098,StructuredProducts-2,2921.5787,,Commodity,2530,7400835.81,2024-11-29,Settled,buy,cancelled,Momentum,PFE,2024-11-24,Trader010,T0001,2024-11-29,,Voice,
,Partial,Derivatives,lch,,14765.6,Unconfirmed,Bank of America,CA,CP0001,Institution,2024-12-27T17:24:31,EUR,530723108,,DEAL00005099,,Exotics,,NYSE,EXT65297469,734.34,,INST006423,HSBC FX Forward,FX Forward,True,,2024-12-28T16:24:31,2028-06-29,9602130.31,,PARENT000662,P00005099,Derivatives-6,2280.9301,Bank of America,FX Forward,4209,9617630.25,2024-12-28,Settled,sell,cancelled,Event Driven,HSBC,2024-12-27,Trader014,T0029,2024-12-28,,Voice,
,Allocated,FX Trading,jscc,Trade 5100 - Special handling required,2224.17,Unconfirmed,Morgan Stanley,CH,CP0037,Broker,2025-07-27T17:24:31,AUD,528800239,,DEAL00005100,,Delta One,,NYSE,EXT70424764,147.55,,INST008494,GOOGL Forward,Forward,True,,2025-07-27T18:24:31,,1592508.18,,,P00005100,FXTrading-9,1067.0223,,Forward,1492,1594879.9,2025-07-29,Pending,buy,completed,Event Driven,GOOGL,2025-07-27,Trader048,T0032,2025-07-29,,Electronic,
5642.49,Partial,Bond Trading,jscc,,1483.68,Unconfirmed,HSBC,CH,CP0082,Broker,2024-12-21T17:24:31,EUR,,4936.63,DEAL00005101,,Arbitrage,1.74,NYSE,EXT63172812,333.31,,INST006842,MS Bond,Bond,False,,2024-12-22T13:24:31,,5686414.13,5430.29,,P00005101,BondTrading-7,2861.0255,,Bond,1987,5688231.12,2024-12-22,Settled,buy,completed,Directional,MS,2024-12-21,Trader032,T0041,2024-12-22,,Electronic,0.0201
,Partial,Credit Trading,eurex,,10915.06,Pending,Bank of America,SG,CP0075,Institution,2025-02-07T17:24:31,USD,,,DEAL00005102,,Market Making,,NYSE,EXT10885232,387.08,,INST001559,PFE CDS,CDS,False,,2025-02-07T20:24:31,,9774875.09,,,P00005102,CreditTrading-5,4475.7804,,CDS,2183,9786177.23,2025-02-09,Failed,sell,partial,Arbitrage,PFE,2025-02-07,Trader020,T0022,2025-02-09,,Electronic,
,Unallocated,Bond Trading,eurex,,4320.41,Confirmed,Deutsche Bank,AU,CP0053,Broker,2025-02-23T17:24:31,AUD,893505130,,DEAL00005103,,Prop Trading,,NASDAQ,,317.22,,INST005506,NVDA CDS,CDS,True,US7566765038,2025-02-23T22:24:31,2027-11-14,6455189.27,,,P00005103,BondTrading-3,78.3999,,CDS,82336,6459826.9,2025-02-27,Settled,buy,pending,Market Making,NVDA,2025-02-23,Trader004,T0009,2025-02-27,,Voice,
,Unallocated,Derivatives,cme,,5018.03,Unconfirmed,Bank of America,US,CP0024,Broker,2025-04-15T17:24:31,AUD,645726880,,DEAL00005104,,Structured,,NYSE,,138.82,,INST002064,BAC Equity,Equity,True,US3229722068,2025-04-16T15:24:31,,4314936.01,,PARENT000172,P00005104,Derivatives-7,2947.8667,,Equity,1463,4320092.86,2025-04-18,Unsettled,sell,failed,Relative Value,BAC,2025-04-15,Trader022,T0030,2025-04-18,,Voice,
