accruedInterest,allocationStatus,book,clearingHouse,comments,commission,confirmationStatus,counterparty,counterpartyCountry,counterpartyId,counterpartyType,createdDate,currency,cusip,dV01,dealId,delta,desk,duration,exchange,externalOrderId,fees,gamma,instrumentId,instrumentName,instrumentType,isElectronic,isin,lastModifiedDate,maturityDate,notional,pV01,parentOrderId,platformOrderId,portfolio,price,prime,productType,quantity,settlementAmount,settlementDate,settlementStatus,side,status,strategy,ticker,tradeDate,trader,traderId,valueDate,vega,venue,yield
,Unallocated,Derivatives,DTCC,,51.26,Pending,Deutsche Bank,FR,CP5000009,Broker,2023-12-21T17:36:03.2502619+00:00,JPY,592806442,50.25,D1000079,-0.8103,Desk_4,9.73,NYSE,EXT3000079,43.54,0.064,INS_WMT,Walmart Inc.,Equity,true,US640715876,2023-12-21T19:52:03.2502619+00:00,,1025972.8,433.84,,PO2000079,Portfolio_6,179.68,JP Morgan,Option,5710,1026067.6,2023-12-23T18:01:03.2502619+00:00,Unsettled,Sell,Settled,Directional,WMT,2023-12-21T18:01:03.2502619+00:00,Alice Williams,T6030,2023-12-23T18:01:03.2502619+00:00,1.56,Direct,4.732
,Unallocated,FX Trading,LCH,,48.11,Confirmed,Deutsche Bank,FR,CP5000033,Broker,2024-05-25T17:43:03.2502619+01:00,EUR,331866561,37.99,D1000080,-0.0732,Desk_2,9.17,NASDAQ,EXT3000080,25.3,0.0831,INS_JPM,JPMorgan Chase & Co.,Financial,true,US248626870,2024-05-25T19:51:03.2502619+01:00,2025-02-25T18:01:03.2502619+00:00,2140210.8,585.57,,PO2000080,Portfolio_18,361.4,,Cash Equity,5922,2140284.21,2024-05-27T18:01:03.2502619+01:00,Settled,Sell,Settled,Directional,JPM,2024-05-25T18:01:03.2502619+01:00,Bob Johnson,T6078,2024-05-27T18:01:03.2502619+01:00,46.81,NASDAQ,4.264
748.29,Unallocated,FX Trading,LCH,,22.72,Pending,Morgan Stanley,US,CP5000070,Institution,2024-04-23T17:20:03.2502619+01:00,CHF,263091577,70.79,D1000081,-0.2526,Desk_7,3.04,NASDAQ,EXT3000081,24.47,0.0228,INS_WMT,Walmart Inc.,Equity,true,US321049499,2024-04-23T18:31:03.2502619+01:00,2025-06-23T18:01:03.2502619+01:00,224942.07,309.22,,PO2000081,Portfolio_12,184.53,Goldman Sachs,Bond,1219,224989.26,2024-04-25T18:01:03.2502619+01:00,Unsettled,Sell,Executed,Arbitrage,WMT,2024-04-23T18:01:03.2502619+01:00,John Smith,T6004,2024-04-25T18:01:03.2502619+01:00,15.38,NYSE,2.926
,Allocated,Equity Trading,DTCC,,89.66,Confirmed,UBS,DE,CP5000886,Broker,2025-07-26T17:55:03.2502619+01:00,CHF,861185515,22.71,D1000082,0.5687,Desk_4,7.69,NASDAQ,EXT3000082,26.43,0.0954,INS_AMZN,Amazon.com Inc.,Equity,true,US310253549,2025-07-26T18:55:03.2502619+01:00,2026-05-26T18:01:03.2502619+01:00,543837.94,398.65,,PO2000082,Portfolio_13,141.11,JP Morgan,Bond,3854,543954.03,2025-07-27T18:01:03.2502619+01:00,Settled,Buy,Settled,Market Making,AMZN,2025-07-26T18:01:03.2502619+01:00,John Smith,T6099,2025-07-28T18:01:03.2502619+01:00,34.85,IEX,4.72
329.7,Unallocated,Equity Trading,LCH,,28.97,Confirmed,Bank of America,JP,CP5000326,Broker,2024-10-15T17:16:03.2502619+01:00,CHF,418392886,72.01,D1000083,0.8307,Desk_9,9.4,AMEX,EXT3000083,25.84,0.0957,INS_GS,Goldman Sachs Group Inc.,Financial,true,US459169653,2024-10-15T18:02:03.2502619+01:00,,410774.16,3.86,,PO2000083,Portfolio_15,192.31,Morgan Stanley,Future,2136,410828.97,2024-10-17T18:01:03.2502619+01:00,Settled,Sell,Settled,Arbitrage,GS,2024-10-15T18:01:03.2502619+01:00,Alice Williams,T6037,2024-10-17T18:01:03.2502619+01:00,38.47,NASDAQ,2.001
,Unallocated,Fixed Income,DTCC,,69.12,Confirmed,Bank of America,AU,CP5000600,Broker,2024-11-09T17:21:03.2502619+00:00,EUR,649907343,77.27,D1000084,-0.0178,Desk_9,3.15,NYSE,EXT3000084,19.99,0.0196,INS_WMT,Walmart Inc.,Equity,false,US456050002,2024-11-09T18:03:03.2502619+00:00,,1078525.2,209.67,,PO2000084,Portfolio_15,254.85,,Future,4232,1078614.31,2024-11-10T18:01:03.2502619+00:00,Settled,Sell,Settled,Flow Trading,WMT,2024-11-09T18:01:03.2502619+00:00,Bob Johnson,T6054,2024-11-11T18:01:03.2502619+00:00,38.08,BATS,2.916
,Unallocated,Prime Services,DTCC,,14.61,Pending,Deutsche Bank,JP,CP5000901,Broker,2024-08-21T17:24:03.2502619+01:00,EUR,751552676,78.02,D1000085,-0.9587,Desk_1,3.84,NYSE,EXT3000085,7.59,0.0986,INS_BAC,Bank of America Corp.,Financial,true,US450371637,2024-08-21T19:35:03.2502619+01:00,,1233548.64,648.94,,PO2000085,Portfolio_8,130.08,,Option,9483,1233570.84,2024-08-22T18:01:03.2502619+01:00,Unsettled,Sell,Pending,Flow Trading,BAC,2024-08-21T18:01:03.2502619+01:00,Bob Johnson,T6045,2024-08-23T18:01:03.2502619+01:00,10.12,IEX,0.708
,Allocated,Prime Services,LCH,,37.19,Confirmed,Barclays,AU,CP5000356,Institution,2025-03-22T17:10:03.2502619+00:00,EUR,321266165,97.66,D1000086,-0.8631,Desk_7,1.16,AMEX,EXT3000086,18.68,0.0159,INS_AAPL,Apple Inc.,Equity,true,US551611151,2025-03-22T18:53:03.2502619+00:00,,253582.2,766.85,,PO2000086,Portfolio_6,248.61,,Bond,1020,253638.07,2025-03-23T18:01:03.2502619+00:00,Unsettled,Buy,Confirmed,Flow Trading,AAPL,2025-03-22T18:01:03.2502619+00:00,John Smith,T6029,2025-03-24T18:01:03.2502619+00:00,14.89,IEX,0.35
,Allocated,Equity Trading,DTCC,,70.1,Confirmed,Deutsche Bank,CA,CP5000206,Broker,2023-10-24T17:13:03.2502619+01:00,GBP,518394555,86.06,D1000087,-0.9616,Desk_3,8.34,AMEX,EXT3000087,24.67,0.0152,INS_BAC,Bank of America Corp.,Financial,true,US746204485,2023-10-24T18:19:03.2502619+01:00,,2998881.6,310.59,,PO2000087,Portfolio_9,364.65,,Future,8224,2998976.37,2023-10-26T18:01:03.2502619+01:00,Unsettled,Sell,Executed,Market Making,BAC,2023-10-24T18:01:03.2502619+01:00,Bob Johnson,T6096,2023-10-26T18:01:03.2502619+01:00,13.6,Direct,4.905
,Allocated,Derivatives,DTCC,,69.55,Confirmed,Citi,UK,CP5000858,Institution,2024-07-19T17:37:03.2502619+01:00,JPY,366232772,70.96,D1000088,-0.1581,Desk_5,0.29,NYSE,EXT3000088,29.49,0.097,INS_GOOGL,Alphabet Inc.,Equity,true,US567477250,2024-07-19T18:10:03.2502619+01:00,2026-05-19T18:01:03.2502619+01:00,141074.72,862.82,,PO2000088,Portfolio_9,149.92,,Bond,941,141173.76,2024-07-21T18:01:03.2502619+01:00,Unsettled,Sell,Settled,Hedging,GOOGL,2024-07-19T18:01:03.2502619+01:00,Charlie Brown,T6080,2024-07-21T18:01:03.2502619+01:00,29.85,Direct,3.18
,Unallocated,Derivatives,LCH,,94.0,Confirmed,Citi,CH,CP5000005,Institution,2025-02-02T17:31:03.2502619+00:00,JPY,504343157,4.43,D1000089,-0.3966,Desk_6,9.1,NASDAQ,EXT3000089,5.67,0.0878,INS_GS,Goldman Sachs Group Inc.,Financial,true,US409577991,2025-02-02T19:32:03.2502619+00:00,,1411840.44,245.65,,PO2000089,Portfolio_8,207.96,,Cash Equity,6789,1411940.11,2025-02-03T18:01:03.2502619+00:00,Unsettled,Buy,Cancelled,Market Making,GS,2025-02-02T18:01:03.2502619+00:00,Bob Johnson,T6036,2025-02-04T18:01:03.2502619+00:00,11.52,NASDAQ,4.069
,Unallocated,Fixed Income,LCH,,25.17,Confirmed,Morgan Stanley,JP,CP5000674,Broker,2025-06-08T17:33:03.2502619+01:00,USD,829070900,32.78,D1000090,0.9967,Desk_2,1.77,NASDAQ,EXT3000090,32.1,0.0692,INS_JPM,JPMorgan Chase & Co.,Financial,true,US184260146,2025-06-08T19:49:03.2502619+01:00,,368724.67,357.21,,PO2000090,Portfolio_12,44.09,JP Morgan,Future,8363,368781.94,2025-06-09T18:01:03.2502619+01:00,Settled,Buy,Confirmed,Hedging,JPM,2025-06-08T18:01:03.2502619+01:00,Jane Doe,T6059,2025-06-10T18:01:03.2502619+01:00,2.24,IEX,0.138
75.3,Allocated,FX Trading,DTCC,,29.23,Confirmed,Bank of America,CA,CP5000452,Broker,2025-03-30T17:28:03.2502619+01:00,JPY,769164535,16.29,D1000091,-0.372,Desk_4,4.57,NASDAQ,EXT3000091,4.03,0.0379,INS_JPM,JPMorgan Chase & Co.,Financial,true,US791267109,2025-03-30T18:09:03.2502619+01:00,2026-07-30T18:01:03.2502619+01:00,3710570.23,882.39,,PO2000091,Portfolio_12,404.51,,Future,9173,3710603.49,2025-04-01T18:01:03.2502619+01:00,Settled,Sell,Cancelled,Market Making,JPM,2025-03-30T18:01:03.2502619+01:00,Bob Johnson,T6020,2025-04-01T18:01:03.2502619+01:00,40.89,Direct,1.547
,Unallocated,Derivatives,DTCC,,88.8,Confirmed,Barclays,US,CP5000344,Institution,2024-01-05T17:37:03.2502619+00:00,USD,603415140,46.87,D1000092,0.8116,Desk_4,9.37,NASDAQ,EXT3000092,32.88,0.0835,INS_AAPL,Apple Inc.,Equity,true,US422706226,2024-01-05T18:06:03.2502619+00:00,,1027966.16,904.89,,PO2000092,Portfolio_18,284.44,Morgan Stanley,Option,3614,1028087.84,2024-01-07T18:01:03.2502619+00:00,Settled,Buy,Pending,Arbitrage,AAPL,2024-01-05T18:01:03.2502619+00:00,Alice Williams,T6075,2024-01-07T18:01:03.2502619+00:00,25.98,NASDAQ,1.559
,Allocated,Prime Services,DTCC,,40.09,Confirmed,Bank of America,CH,CP5000284,Broker,2025-02-18T17:26:03.2502619+00:00,JPY,968339583,94.92,D1000093,0.8352,Desk_9,6.34,NASDAQ,EXT3000093,15.56,0.0967,INS_TSLA,Tesla Inc.,Equity,false,US278442818,2025-02-18T18:04:03.2502619+00:00,,316998.48,821.3,,PO2000093,Portfolio_7,58.53,Morgan Stanley,ETF,5416,317054.13,2025-02-19T18:01:03.2502619+00:00,Unsettled,Buy,Settled,Hedging,TSLA,2025-02-18T18:01:03.2502619+00:00,David Lee,T6044,2025-02-20T18:01:03.2502619+00:00,40.01,NASDAQ,1.724
,Unallocated,Derivatives,DTCC,,38.79,Confirmed,Barclays,DE,CP5000331,Broker,2023-12-23T17:15:03.2502619+00:00,EUR,112147755,98.08,D1000094,-0.5874,Desk_8,8.55,AMEX,EXT3000094,21.65,0.032,INS_BAC,Bank of America Corp.,Financial,true,US985414212,2023-12-23T18:13:03.2502619+00:00,2025-01-23T18:01:03.2502619+00:00,97275.22,741.65,,PO2000094,Portfolio_13,156.14,Morgan Stanley,ETF,623,97335.66,2023-12-24T18:01:03.2502619+00:00,Unsettled,Buy,Cancelled,Market Making,BAC,2023-12-23T18:01:03.2502619+00:00,Alice Williams,T6015,2023-12-25T18:01:03.2502619+00:00,40.45,NASDAQ,3.215
,Allocated,FX Trading,DTCC,,75.02,Confirmed,UBS,AU,CP5000471,Broker,2024-04-18T17:18:03.2502619+01:00,EUR,132436647,81.39,D1000095,0.9272,Desk_5,9.4,NYSE,EXT3000095,32.03,0.0864,INS_JNJ,Johnson & Johnson,Equity,true,US802637799,2024-04-18T19:31:03.2502619+01:00,,105459.86,171.46,P4000069,PO2000095,Portfolio_11,384.89,,ETF,274,105566.91,2024-04-20T18:01:03.2502619+01:00,Unsettled,Sell,Executed,Hedging,JNJ,2024-04-18T18:01:03.2502619+01:00,David Lee,T6004,2024-04-20T18:01:03.2502619+01:00,26.63,NASDAQ,4.476
,Allocated,Equity Trading,DTCC,,27.75,Confirmed,Morgan Stanley,AU,CP5000845,Broker,2024-11-04T17:57:03.2502619+00:00,JPY,797687622,39.41,D1000096,0.0111,Desk_7,9.8,NASDAQ,EXT3000096,23.22,0.0806,INS_GOOGL,Alphabet Inc.,Equity,false,US563389512,2024-11-04T19:02:03.2502619+00:00,,532900.48,684.79,,PO2000096,Portfolio_2,169.93,,Cash Equity,3136,532951.45,2024-11-06T18:01:03.2502619+00:00,Settled,Buy,Executed,Arbitrage,GOOGL,2024-11-04T18:01:03.2502619+00:00,David Lee,T6032,2024-11-06T18:01:03.2502619+00:00,43.29,ARCA,1.024
47.48,Unallocated,FX Trading,DTCC,,20.88,Confirmed,Bank of America,US,CP5000805,Institution,2024-01-17T17:55:03.2502619+00:00,JPY,604758092,3.02,D1000097,0.7314,Desk_1,1.61,AMEX,EXT3000097,13.22,0.0653,INS_JPM,JPMorgan Chase & Co.,Financial,true,US931428348,2024-01-17T18:50:03.2502619+00:00,,927210.24,204.24,,PO2000097,Portfolio_8,238.48,Morgan Stanley,Bond,3888,927244.34,2024-01-19T18:01:03.2502619+00:00,Settled,Buy,Pending,Directional,JPM,2024-01-17T18:01:03.2502619+00:00,John Smith,T6080,2024-01-19T18:01:03.2502619+00:00,49.59,NASDAQ,2.514
,Allocated,FX Trading,LCH,,31.77,Confirmed,UBS,CH,CP5000452,Broker,2025-08-02T17:10:03.2502619+01:00,EUR,431406702,85.64,D1000098,0.3935,Desk_5,0.59,NASDAQ,EXT3000098,22.59,0.0928,INS_AMZN,Amazon.com Inc.,Equity,true,US188151281,2025-08-02T19:24:03.2502619+01:00,,874570.46,580.81,,PO2000098,Portfolio_6,92.42,Goldman Sachs,Cash Equity,9463,874624.82,2025-08-03T18:01:03.2502619+01:00,Settled,Buy,Cancelled,Hedging,AMZN,2025-08-02T18:01:03.2502619+01:00,Bob Johnson,T6070,2025-08-04T18:01:03.2502619+01:00,3.76,BATS,1.532
,Unallocated,Fixed Income,LCH,,57.86,Confirmed,JP Morgan,CA,CP5000899,Broker,2024-03-09T17:59:03.2502619+00:00,CHF,217716495,93.77,D1000099,-0.4597,Desk_2,2.48,AMEX,EXT3000099,23.24,0.0705,INS_AMZN,Amazon.com Inc.,Equity,true,US273800081,2024-03-09T19:15:03.2502619+00:00,,188251.78,12.6,,PO2000099,Portfolio_5,42.19,,ETF,4462,188332.88,2024-03-10T18:01:03.2502619+00:00,Unsettled,Buy,Settled,Arbitrage,AMZN,2024-03-09T18:01:03.2502619+00:00,Alice Williams,T6024,2024-03-11T18:01:03.2502619+00:00,27.23,IEX,2.411
